ID,HIT_ID,RANDOM,CONTEXT,TRANSLATED,LANGUAGE,SENTENCE,REAL_TOPIC,FALSE_TOPIC1,FALSE_TOPIC2,FALSE_TOPIC3,GOLD_TOPIC_WORDS
5031,9,0,"the arithmetic logic functions were fully electronic, implemented with vacuum tubes.	the family of logic gates ranged from inverters to two and three input gates.	the input and output levels and operating voltages were compatible between the different gates.",1,fr,"every door was a vacuum inverting eulogies increase, preceded by a contribution resistor divider network defined the logic function.","computer,code,systems,data,language","development,government,public,national,local","empire,alexander,century,king,bc,","magnitude,star,alpha,earth,stars","computer,code,systems,data,language,machine,text,apl,memory,ascii,bell,power,pressure,sound,design,air,designed,signal,speed,missile,village,district,north,parish,town,river,road,west,east,county"
6563,10,0,"victoria was willing to change her religion, and her being a haemophilia carrier was only a possibility.	maria christina was eventually persuaded to drop her opposition.	in january 1906 she wrote an official letter to princess beatrice proposing the match.",1,fr,"victoria met maria christina and alfonso in biarritz, france later this month, and turn to catholicism in san sebastián in motion.","king,de,son,andrew,ii","ancient,greek,temple,god,century","film,album,released,song,show","team,played,season,league,football","king,de,son,andrew,ii,alexios,iii,royal,emperor,alfonso,french,german,war,crowley,de,speer,published,soviet,germany,awarded,group,numbers,members,order,public,aa,wore,test,committee,number"
289,10,0,"historically, the ""oscarcast"" has pulled in a bigger haul when box-office hits are favored to win the best picture trophy.	more than 57.25 million viewers tuned to the telecast for the 70th academy awards in 1998, the year of ""titanic"", which generated close to us$600 million at the north american box office pre-oscars.	the 76th academy awards ceremony in which """" (pre-telecast box office earnings of us$368 million) received 11 awards including best picture drew 43.56 million viewers.",1,fr,"the more monitored ceremony based on ratings nielsen until now, however, the Academy 42nd distinctions (better scoreboard 'midnight cowboys'), which has attracted a 43.4% of households rating on 7 april 1970.","film,album,released,song,show","lincoln,johnson,states,war,congress","team,played,season,league,football","group,numbers,members,order,public","film,album,released,song,show,television,band,music,recorded,played,population,age,women,jews,ainu,children,abortion,total,rate,jewish,audi,abu,ibn,car,race,cars,racing,bakr,series,engine"
10860,10,0,"carmen headed south briefly before heading east-northeast, when it began to strengthen even more.	carmen reached winds of 125 mph and a pressure of 960 mbar.	but shortly thereafter, the strengthening stopped, and it slowly weakened.",1,cs,"in september 15, carmen achieved landfall in southern china and dispelled the following day.","tropical,storm,typhoon,mph,depression","film,album,released,song,show","church,catholic,christian,religious,roman","human,person,moral,social,good","tropical,storm,typhoon,mph,depression,winds,august,km/h),continued,weakened,example,,player,change,difficult,if,make,generally,higher,main,result,company,apple,game,sold,released,million,software,aol,announced,amiga"
3255,10,0,"much of the medieval period was a time of power struggles between competing dynasties such as the house of savoy, the visconti in northern italy and the house of habsburg in austria.	in 1291 to protect themselves from incursions by the habsburgs, four cantons in the middle of switzerland drew up a charter that is considered to be a declaration of independence from neighboring kingdoms.	after a series of battles fought in the 13th, 14th and 15th centuries, more cantons joined the confederacy and by",0,en,the 16th century switzerland was well-established as a separate state.,"empire,alexander,century,king,bc,","magnitude,star,alpha,earth,stars","school,university,students,college,schools","tropical,storm,typhoon,mph,depression","empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc,river,sea,north,water,southern,region,land,areas,south,northern,building,built,house,buildings,site,church,original,hall,construction,century"
10689,10,0,"it turned to the west, maintaining its powerful winds of 175–185 mph for 4 days as it crossed the islands of the west pacific.	cool air weakened karen as it turned to the north, and was only a minimal typhoon at its nearest approach to japan.	the storm turned eastward, where it became extratropical on november 18.",1,es,the strong winds karen eur 250 million in damage caused dollars dollars) (1962 and 11 deaths.,"tropical,storm,typhoon,mph,depression","team,played,season,league,football","language,word,english,term,arabic","magnitude,star,alpha,earth,stars","tropical,storm,typhoon,mph,depression,winds,august,km/h),continued,weakened,station,air,aircraft,service,flight,line,railway,radio,airlines,airport,born,family,she,married,father,son,died,age,mother,moved"
2498,10,0,"lincoln called on all the states to send forces to recapture the fort and other federal properties.	he cited presidential powers given by the militia acts of 1792.	with the scale of the rebellion apparently small so far, lincoln called for only 75,000 volunteers for 90 days.",1,de,the governor of the state of massachusetts had collectively on the next day south trains.,"lincoln,johnson,states,war,congress","company,apple,game,sold,released","computer,code,systems,data,language","art,works,museum,style,artists","lincoln,johnson,states,war,congress,jackson,union,president,confederate,arkansas,army,military,battle,forces,force,war,ships,attack,ship,men,party,national,council,government,election,elected,president,members,member,general"
11570,10,0,"he created the false future world so he could train meta-humans (the team titans) to act as sleeper agent assassins.	he brought various super-powered beings from alternate realities and trained them as team titans.	he knew of the impending time crisis, and wanted a super-powered army at his command.",1,es,appear (the time bad that monarch was transformed into) aimed at the whole team titans attacking the heroes who were trying to undo this time of crisis.,"forces,war,government,shah,army","language,word,english,term,arabic","building,built,house,buildings,site","film,album,released,song,show","forces,war,government,shah,army,ali,political,military,support,led,won,team,agassi,championship,final,win,champion,winning,match,gold,human,person,moral,social,good,physical,believed,body,experience,order"
14424,10,0,"he is noticeably smaller than most other dragons portrayed in the series; a characteristic that aids him in the first game.	in the original series, most dragons are depicted as bipedal; however, spyro is depicted as quadrupedal.	in the newer series, his back-story was that two thieves were running through the dragon realms and the dragons stopped them.",1,cs,"they are two eggs, and dragons is adopted.","ancient,greek,temple,god,century","oil,production,agricultural,industrial,industry","population,age,women,jews,ainu","building,built,house,buildings,site","ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,example,,player,change,difficult,if,make,generally,higher,main,result,species,animals,amphibians,similar,bones,animal,skull,body,teeth,fossil"
2332,10,0,"audi developed a corporate sound concept, with audi sound studio designed for producing the corporate sound.	the corporate sound project began with sound agency klangerfinder gmbh & co kg and s12 gmbh. audio samples were created in klangerfinder's sound studio in stuttgart, becoming part of audi sound studio collection.	other audi sound studio components include the brand music pool, the brand voice.",1,de,"audi also developed good branding instruments of certain instruments, solid issues, rhythm and it all sounds the audi solid character.","bell,power,pressure,sound,design","algebraic,set,mathematical,function,point","born,family,she,married,father","army,military,battle,forces,force","bell,power,pressure,sound,design,air,designed,signal,speed,missile,audi,abu,ibn,car,race,cars,racing,bakr,series,engine,art,works,museum,style,artists,rodin,anime,de,sculpture,warhol"
13403,10,0,mandsaur is rich in archaeological and historical heritage	but what makes it famous is the temple of lord pashupatinath located on the bank of shivna.	its idol has parallel only in nepal.,0,en,the most common language is malvi (rajasthani and hindi mixed).,"building,built,house,buildings,site","audi,abu,ibn,car,race","party,national,council,government,election","french,german,war,crowley,de","building,built,house,buildings,site,church,original,hall,construction,century,ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,language,word,english,term,arabic,languages,words,meaning,written,spoken"
1701,11,0,"within this latter sense, the word ""art"" may refer to several things: (i) a study of a creative skill, (ii) a process of using the creative skill, (iii) a product of the creative skill, or (iv) the audience's experience with the creative skill.	the creative arts (""art"" as discipline) are a collection of disciplines which produce ""artworks"" (""art"" as objects) that are compelled by a personal drive (art as activity) and convey a message, mood, or symbolism for the perceiver to interpret (art as experience).	art is something that stimulates an individual's thoughts, emotions, beliefs, or ideas through the senses.",1,cs,"works of art, can be specifically for this purpose or interpreted on the basis of the images or objects.","art,works,museum,style,artists","side,white,bow,iron,back","language,word,english,term,arabic","algebraic,set,mathematical,function,point","art,works,museum,style,artists,rodin,anime,de,sculpture,warhol,theory,social,works,century,modern,political,history,scientific,wrote,natural,human,person,moral,social,good,physical,believed,body,experience,order"
676,11,0,"some use inertial feeding to help them swallow the prey, repeatedly thrusting their head forward sharply causing the food to move backwards in their mouth by inertia.	most amphibians swallow their prey whole without much chewing so they possess voluminous stomachs.	the short oesophagus is lined with cilia that help to move the food to the stomach and mucus produced by glands in the mouth and pharynx eases its passage.",1,es,the enzyme chitinase produced in the stomach aid to digest the chitinous cuticle of arthropod dam.,"species,animals,amphibians,similar,bones","empire,alexander,century,king,bc,","magnitude,star,alpha,earth,stars","church,catholic,christian,religious,roman","species,animals,amphibians,similar,bones,animal,skull,body,teeth,fossil,side,white,bow,iron,back,weight,red,steel,black,cast,algebraic,set,mathematical,function,point,choice,real,numbers,defined,theory"
14088,11,0,"this location was a celebrated crossing of the southern indians of the arkansas valley.	there was a practicle (sic) ford of the arkansas near here and the trails all centered here an it had been an important point during all the time i was in command of the plains.	from camp dodge, when a permanent post was ordered there, they named it fort dodge and after the war when the fort was abandoned, a city had grown up there, which is now known as dodge city."" .",1,de,"however, it was claimed that the office is named for col. henry.","san,los,john,york,president","computer,code,systems,data,language","katie,she,tells,her.,back","example,,player,change,difficult,if","san,los,john,york,president,u.s.,held,january,petraeus,director,army,military,battle,forces,force,war,ships,attack,ship,men,village,district,north,parish,town,river,road,west,east,county"
731,11,0,"linguistic and dna studies done here have provided evidence for the settlement of north america by way of the bering land bridge.	the tlingit people developed a society with a matrilineal kinship system of property inheritance and descent in what is today southeast alaska, along with parts of british columbia and the yukon.	also in southeast were the haida, now well known for their unique arts.",0,en,"the tsimshian people came to alaska from british columbia in 1887, when president grover cleveland, and later the u.s. congress, granted them permission to settle on annette island and found the town of metlakatla.","de,spanish,european,countries,north","computer,code,systems,data,language","tropical,storm,typhoon,mph,depression","acid,carbon,metal,alkali,water","de,spanish,european,countries,north,east,india,chinese,portuguese,west,building,built,house,buildings,site,church,original,hall,construction,century,acupuncture,medical,treatment,health,common,blood,research,alternative,patients,autism"
12627,11,0,"jaanipäev was celebrated long before the arrival of christianity in estonia, although the day was given its name by the crusaders.	the arrival of christianity, however, did not end pagan beliefs and fertility rituals surrounding this holiday.	in 1578, with some disgust, balthasar russow wrote in his ""livonian chronicle"" about estonians who placed more importance on the festival than going to church.",1,de,"he complained to church but not spent, and their time helmets, drinking water, singing and dancing, after pagan rituals.","i,back,died,death,told","katie,she,tells,her.,back","development,government,public,national,local","bell,power,pressure,sound,design","i,back,died,death,told,asked,put,days,decided,brought,church,catholic,christian,religious,roman,anglican,god,st.,churches,church,,ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern"
6616,11,0,"up to 25% of military burials were of armed sarmatian women usually including bows.	russian archaeologist [[vera kovalevskaya]] points out that when scythian men were away fighting or hunting, nomadic women would have to be able to defend themselves, their animals and pasture-grounds competently.	during the time that the scythians advanced into asia and achieved near-[[hegemony]] in the near east, there was a period of twenty-eight years when the men would have been away on campaigns for long periods.",1,es,"during this time, women have not only had to defend itself, but to reproduce, and this may be the source of the idea that amazons covered once a year with its neighbours, if herodotus really based their accounts in reality.","ancient,greek,temple,god,century","film,published,book,story,series","party,national,council,government,election","san,los,john,york,president","ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc,bell,power,pressure,sound,design,air,designed,signal,speed,missile"
10508,11,0,"the barnack burial is an important early bronze age find.	it comes from a complicated monument which was expanded and altered on at least three different occasions.	the original burial was very rich for the period, but was covered by only a small barrow.",0,en,"later additional burials and cremations were cut into the barrow, and it was enlarged twice.","building,built,house,buildings,site","audi,abu,ibn,car,race","language,word,english,term,arabic","school,university,students,college,schools","building,built,house,buildings,site,church,original,hall,construction,century,ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,side,white,bow,iron,back,weight,red,steel,black,cast"
9571,11,0,"during this hiatus from fighting, pullo grows suspicious of niobe, who he sees talking in hushed tones with her sister's husband, evander.	he senses that niobe's marriage with vorenus is falling apart and comforts his friend.	while in the employment of the julii, pullo asks octavian his advice about the matter, wondering if he should say something to vorenus about his suspicions.",1,fr,"octavian he said that without evidence, its suspicion cannot be justified, if the two evander him kidnap and torture until it reveals the truth: that, after vorenus had been falsely declared dead, evander and niobe has become fans and fathered a son with it, which niobe said vorenus was her grandson (so-called fathered by his daughter of a friend, crito).","roman,antony,octavian,rome,augustus","park,centre,adelaide,amsterdam,aarhus","forces,war,government,shah,army","king,de,son,andrew,ii","roman,antony,octavian,rome,augustus,agrippina,caesar,alexander,wife,marriage,katie,she,tells,her.,back,takes,andy,him.,begins,robert,i,back,died,death,told,asked,put,days,decided,brought"
255,11,0,aristotle also includes in his theory of dreams what constitutes a dream and what does not.	he claimed that a dream is first established by the fact that the person is asleep when they experience it.	if a person had an image appear for a moment after waking up or if they see something in the dark it is not considered a dream because they were awake when it occurred.,1,fr,"secondly, any sensory experience that comes when someone is asleep and is perceived by the person then asleep is not eligible under a dream.","human,person,moral,social,good","language,word,english,term,arabic","forces,war,government,shah,army","population,age,women,jews,ainu","human,person,moral,social,good,physical,believed,body,experience,order,i,back,died,death,told,asked,put,days,decided,brought,empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc"
7605,11,0,"after reconstruction, the state began to receive more immigrants and migrants.	chinese, italian, and syrian men were recruited for farm labor in the developing delta region.	none of these nationalities stayed long at farm labor; the chinese especially quickly became small merchants in towns around the delta.",1,cs,many of the chinese was so successful traders in small towns that were able to education their children in the college of commissioners.,"de,spanish,european,countries,north","human,person,moral,social,good","theory,social,works,century,modern","magnitude,star,alpha,earth,stars","de,spanish,european,countries,north,east,india,chinese,portuguese,west,development,government,public,national,local,million,economic,international,financial,land,empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc"
14351,12,0,"on october 30, the circuit court of kyiv passed a decision refusing to satisfy in the full scope the claim of yu.	tymoshenko against the spsu actions.	specifically, the court sustained that the system of video-observation installed by the spsu in the premises where the convicts are kept, is legal.",1,es,"and, to judge by the information provided by the release spsu, the agency does not intend to comply cpc of ukraine in relation to the decision of the court.","court,law,aclu,legal,act","station,air,aircraft,service,flight","population,age,women,jews,ainu","school,university,students,college,schools","court,law,aclu,legal,act,rights,supreme,public,government,case,group,numbers,members,order,public,aa,wore,test,committee,number,tropical,storm,typhoon,mph,depression,winds,august,km/h),continued,weakened"
9090,12,0,"il-1α is produced mainly by activated macrophages, as well as neutrophils, epithelial cells, and endothelial cells.	it possesses metabolic, physiological, haematopoietic activities, and plays one of the central roles in the regulation of the immune responses.	it binds to the interleukin-1 receptor.",1,fr,it is in this way that activates tumor necrosis factor-alpha.,"acid,carbon,metal,alkali,water","human,person,moral,social,good","court,law,aclu,legal,act","i,back,died,death,told","acid,carbon,metal,alkali,water,aluminium,hydrogen,ammonia,metals,compounds,acupuncture,medical,treatment,health,common,blood,research,alternative,patients,autism,theory,social,works,century,modern,political,history,scientific,wrote,natural"
13043,12,0,"cardinal alessandro albani had another villa and park at porto d'anzio, that was finished in february 1732, but was habitable for a few weeks only in spring because of malaria.	perhaps the villa, and certainly a casina in the park were by marchionni.	excavations in the park brought to light many ancient roman sculptures.",1,de,this j. j. winckelmann tucked away.,"art,works,museum,style,artists","born,family,she,married,father","king,de,son,andrew,ii","building,built,house,buildings,site","art,works,museum,style,artists,rodin,anime,de,sculpture,warhol,park,centre,adelaide,amsterdam,aarhus,largest,located,local,aberdeen,home,roman,antony,octavian,rome,augustus,agrippina,caesar,alexander,wife,marriage"
1687,12,0,"ueshiba moved to hokkaidō in 1912, and began studying under takeda sokaku in 1915.	his official association with daitō-ryū continued until 1937.	however, during the latter part of that period, ueshiba had already begun to distance himself from takeda and the daitō-ryū.",1,de,"at that time, ueshiba on its martial arts as' aiki budō '.","art,works,museum,style,artists","computer,code,systems,data,language","company,apple,game,sold,released","katie,she,tells,her.,back","art,works,museum,style,artists,rodin,anime,de,sculpture,warhol,development,government,public,national,local,million,economic,international,financial,land,group,numbers,members,order,public,aa,wore,test,committee,number"
8044,12,0,"the sun would be a yellow star of an apparent visual magnitude of +0.5 in eastern cassiopeia, at the antipodal point of alpha centauri's current right ascension and declination, at (2000).	this place is close to the 3.4-magnitude star ε cassiopeiae.	an interstellar or alien observer would find the \/\/ of cassiopeia had become a /\/\/ shape nearly in front of the heart nebula in cassiopeia.",0,en,sirius lies less than a degree from betelgeuse in the otherwise unmodified orion and is with − 1.2 a little fainter than from earth but still the brightest star in the alpha centauri sky.,"magnitude,star,alpha,earth,stars","computer,code,systems,data,language","example,,player,change,difficult,if","music,play,musical,band,plays","magnitude,star,alpha,earth,stars,distance,solar,centauri,astronomical,sun,river,sea,north,water,southern,region,land,areas,south,northern,won,team,agassi,championship,final,win,champion,winning,match,gold"
9027,12,0,the parish church in the town is dedicated to saint peter and belongs to the roman catholic archdiocese of ljubljana.	it was built in 1911 on the site of an earlier church.	the gothic chancel of the former church has been incorporated into the new one as a side chapel at its eastern side.,1,cs,in its tower behind the church to the west bank.,"building,built,house,buildings,site","algebraic,set,mathematical,function,point","audi,abu,ibn,car,race","population,age,women,jews,ainu","building,built,house,buildings,site,church,original,hall,construction,century,church,catholic,christian,religious,roman,anglican,god,st.,churches,church,,example,,player,change,difficult,if,make,generally,higher,main,result"
7954,12,0,"the british were forced out of boston in 1776, but then captured and held new york city for the duration of the war.	the british blockaded the ports and captured other cities for brief periods, but failed to defeat washington's forces.	in early 1778, following a failed patriot invasion of canada, a british army was captured at the battle of saratoga, following which the french openly entered the war as allies of the united states.",1,cs,"the war later turned to south america, where british captured army in south carolina, but not enough volunteers from loyal civilians to take effective control.","army,military,battle,forces,force","energy,atomic,electron,atoms,electrons","species,animals,amphibians,similar,bones","art,works,museum,style,artists","army,military,battle,forces,force,war,ships,attack,ship,men,lincoln,johnson,states,war,congress,jackson,union,president,confederate,arkansas,forces,war,government,shah,army,ali,political,military,support,led"
14753,12,0,"she was an active member of the american association for the advancement of science.	she was the first women to hold the position of vice president with the american medical association.	she was president of the association of southern medical women, and councilor of the american association of medical women.",0,en,"and she was an active member of the kentucky medical association, the jefferson county medical society, and the tri-county medical society.","party,national,council,government,election","french,german,war,crowley,de","art,works,museum,style,artists","de,spanish,european,countries,north","party,national,council,government,election,elected,president,members,member,general,school,university,students,college,schools,education,state,research,student,institute,lincoln,johnson,states,war,congress,jackson,union,president,confederate,arkansas"
692,12,0,"at metamorphosis, rapid changes in the body take place as the lifestyle of the frog changes completely.	the spiral‐shaped mouth with horny tooth ridges is reabsorbed together with the spiral gut.	the animal develops a large jaw, and its gills disappear along with its gill sac.",1,es,"eyes and hair grow quickly, and one language is formed.","species,animals,amphibians,similar,bones","army,military,battle,forces,force","katie,she,tells,her.,back","population,age,women,jews,ainu","species,animals,amphibians,similar,bones,animal,skull,body,teeth,fossil,bell,power,pressure,sound,design,air,designed,signal,speed,missile,i,back,died,death,told,asked,put,days,decided,brought"
1214,12,0,"the aardwolf is the only surviving species in the mammalian subfamily ""protelinae"".	there is disagreement as to whether the species is monotypic.	or can be divided into subspecies ""p. c. cristatus"" of southern africa and ""p. c. septentrionalis"" of east africa.",1,fr,"recent studies have shown that the aardwolf probably for the whole of the family hyena right from the start, but how early is still unclear that fossil fuels and studies agreement of 10 million years.","species,animals,amphibians,similar,bones","building,built,house,buildings,site","i,back,died,death,told","computer,code,systems,data,language","species,animals,amphibians,similar,bones,animal,skull,body,teeth,fossil,empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc,species,forest,park,common,national,plant,food,abalone,tree,amber"
14160,13,0,"núi chúa national park is located in the south-eastern part of the great annamites ecoregion, one of the four global ecoregions identified by the world wildlife fund in the southern region of vietnam.	it is made up of the terrestrial ecoregions of southern vietnam lowland dry forests and southern annamite montane rain forests.	there are few, if any, opportunities to expand the areas of the three special use forests in this dry coastal forest ecoregion, so strict protection of the existing resources is imperative.",0,en,"the semi-arid coastal areas of southern vietnam are the most arid in vietnam, so the vegetation also has high value as a source of germ plasm for restoring other areas that become drier or are affected by sea level rises due to climate change.","species,forest,park,common,national","film,album,released,song,show","i,back,died,death,told","ancient,greek,temple,god,century","species,forest,park,common,national,plant,food,abalone,tree,amber,river,sea,north,water,southern,region,land,areas,south,northern,development,government,public,national,local,million,economic,international,financial,land"
8766,13,0,"jícama (; ; from nahuatl ""xicamatl"", ), also yam and mexican turnip, is the name of a native mexican vine, although the name most commonly refers to the plant's edible tuberous root.	jícama is one species in the genus ""pachyrhizus"".	plants in this genus are commonly referred to as yam bean, although the term ""yam bean"" can be another name for jícama.",1,de,the other major species yam beans are also indigenous in america.,"species,forest,park,common,national","group,numbers,members,order,public","side,white,bow,iron,back","ancient,greek,temple,god,century","species,forest,park,common,national,plant,food,abalone,tree,amber,language,word,english,term,arabic,languages,words,meaning,written,spoken,born,family,she,married,father,son,died,age,mother,moved"
310,13,0,"jorge moll and jordan grafman, neuroscientists at the national institutes of health and labs	-d'or hospital network (j.m.) provided the first evidence for the neural bases of altruistic giving in normal healthy volunteers, using functional magnetic resonance imaging.	in their research, published in the proceedings of the national academy of sciences usa in october 2006, they showed that both pure monetary rewards and charitable donations activated the mesolimbic reward pathway, a primitive part of the brain that usually lights up in response to food and sex.",1,cs,"however, when volunteers generously places the interests other than their own, charitable donations, further brain circulation was selectively activated: subgenual cortex / septal region.","human,person,moral,social,good","species,forest,park,common,national","acid,carbon,metal,alkali,water","de,spanish,european,countries,north","human,person,moral,social,good,physical,believed,body,experience,order,school,university,students,college,schools,education,state,research,student,institute,development,government,public,national,local,million,economic,international,financial,land"
4091,13,0,"the standardisation of english in the 15th through 17th centuries included such a growth in the use of abbreviations.	at first, abbreviations were sometimes represented with various suspension signs, not only periods.	for example, sequences like ‹er› were replaced with , as in for ""master"" and for ""exacerbate"".",0,en,"while this may seem trivial, it was symptomatic of an attempt by people manually reproducing academic texts to reduce the copy time.","language,word,english,term,arabic","music,play,musical,band,plays","katie,she,tells,her.,back","species,animals,amphibians,similar,bones","language,word,english,term,arabic,languages,words,meaning,written,spoken,ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc"
13188,13,0,"the cva was founded and directed by ira abrams in collaboration with barbara myerhoff.	tim asch took over as director of the cva in 1983.	in 1984, he collaborated with the usc school of cinematic arts to create the mava degree (master of arts in visual anthropology), a 2-3 year terminal masters program unique in its emphasis on both textual and visual media (film and photography) as components of an academically grounded research project.",1,es,asch worked as director of the cva until his death in 1994.,"school,university,students,college,schools","language,word,english,term,arabic","army,military,battle,forces,force","acupuncture,medical,treatment,health,common","school,university,students,college,schools,education,state,research,student,institute,film,album,released,song,show,television,band,music,recorded,played,art,works,museum,style,artists,rodin,anime,de,sculpture,warhol"
11591,13,0,"as well as the pub, bawdeswell has a village shop which used to be privately owned but is now owned by mccolls, a butcher's shop	[currently closed] and a reasonably sized garden centre.	a post office is open on tuesday & friday mornings in the church vestry.",1,es,in the south of the a1067 is bawdeswell garage.,"village,district,north,parish,town","empire,alexander,century,king,bc,","company,apple,game,sold,released","forces,war,government,shah,army","village,district,north,parish,town,river,road,west,east,county,building,built,house,buildings,site,church,original,hall,construction,century,side,white,bow,iron,back,weight,red,steel,black,cast"
14994,13,0,"although these were objects of devotion, they did not begin a local tradition of sculpture.	rather, it was in the era of the holy roman emperor charles v (charles i of spain) that an initial nucleus of sculptors came together to work on sculptures for the capilla real.	the tomb of the catholic monarchs was the work of italian sculptor domenico fancelli; the tomb of joanna of castile and philip i of castile the work of bartolomé ordóñez; the great altarpiece was by felipe bigarny and pieces such as the ""incarnation"" and the ""entombment of christ""-now in the museum-by jacopo torni of florence.",1,fr,"they are all masterworks, all of which have been innovative in their time, but they are not a particular style.","art,works,museum,style,artists","roman,antony,octavian,rome,augustus","forces,war,government,shah,army","film,album,released,song,show","art,works,museum,style,artists,rodin,anime,de,sculpture,warhol,king,de,son,andrew,ii,alexios,iii,royal,emperor,alfonso,church,catholic,christian,religious,roman,anglican,god,st.,churches,church,"
6110,13,0,"he was known for his generosity and for his diplomatic and administrative abilities.	after the conquest, ealdred provided a degree of continuity between the pre- and post-conquest worlds.	one modern historian feels that it was ealdred who was behind the compilation of the d version of the ""anglo-saxon chronicle"", and gives a date in the 1050s as its composition.",1,de,"certainly, ealdred is one of the leaders in the work, and it is likely that one of its population, the version.","king,de,son,andrew,ii","apollo,lunar,crew,module,mission","company,apple,game,sold,released","tropical,storm,typhoon,mph,depression","king,de,son,andrew,ii,alexios,iii,royal,emperor,alfonso,computer,code,systems,data,language,machine,text,apl,memory,ascii,art,works,museum,style,artists,rodin,anime,de,sculpture,warhol"
5718,13,0,"rwth aachen university, established as polytechnicum in 1870, is one of germany's universities of excellence with strong emphasis on technological research, especially for electrical and mechanical engineering, computer sciences, physics, and chemistry.	the university clinics attached to the rwth, the klinikum aachen, is the biggest single-building hospital in europe.	over time, a host of software and computer industries have developed around the university.",1,fr,it also maintains a botanical garden (the botanischer garten aachen).,"school,university,students,college,schools","building,built,house,buildings,site","village,district,north,parish,town","bell,power,pressure,sound,design","school,university,students,college,schools,education,state,research,student,institute,park,centre,adelaide,amsterdam,aarhus,largest,located,local,aberdeen,home,computer,code,systems,data,language,machine,text,apl,memory,ascii"
2387,13,0,"by 1889, a large house, christened ""the lodge"" was completed and two years later, a larger complex of buildings, including a new laboratory, were begun that the bells would name beinn bhreagh (gaelic: ""beautiful mountain"") after bell's ancestral scottish highlands.	bell also built the bell boatyard on the estate, employing up to 40 people building experimental craft as well as wartime lifeboats and workboats for the royal canadian navy and pleasure craft for the bell family.	an enthusiastic boater, bell and his family sailed a rowed a long series of vessels on bras d'or lake, ordering additional vessels from the h.w. embree and sons boatyard in port hawkesbury, nova scotia.",1,cs,"in its recent, and some of its most productive age, bell division between his residence in washington d.c., where he and his family originally her for most of the year and beinn bhreagh are spent more time.","bell,power,pressure,sound,design","ancient,greek,temple,god,century","french,german,war,crowley,de","magnitude,star,alpha,earth,stars","bell,power,pressure,sound,design,air,designed,signal,speed,missile,born,family,she,married,father,son,died,age,mother,moved,army,military,battle,forces,force,war,ships,attack,ship,men"
9651,14,0,"the confederation of shan states were a group of shan states that conquered the ava kingdom in 1527 and ruled upper burma until 1555.	the confederation originally consisted of mohnyin, mogaung, bhamo, momeik, and kale.	it was led by sawlon, the chief of mohnyin.",1,de,the association searched upper burma in the early 16th century (1502 – 1527) and a series of war against ava and their allies shan state thibaw (hsipaw).,"empire,alexander,century,king,bc,","school,university,students,college,schools","king,de,son,andrew,ii","species,animals,amphibians,similar,bones","empire,alexander,century,king,bc,,battle,assyrian,persian,war,bc,algebraic,set,mathematical,function,point,choice,real,numbers,defined,theory,born,family,she,married,father,son,died,age,mother,moved"
5011,14,0,"design work on the ak-47 began in the last year of world war ii (1945).	in 1946, the ak-47 was presented for official military trials, and in 1948, the fixed-stock version was introduced into active service with selected units of the soviet army.	an early development of the design was the ""aks"" (s—""skladnoy"" or ""folding""), which was equipped with an underfolding metal shoulder stock.",1,fr,"in 1949, the ak-47 was officially accepted by the Soviet armed forces and used by the majority of the Member States of the pact warsaw.","company,apple,game,sold,released","audi,abu,ibn,car,race","forces,war,government,shah,army","ancient,greek,temple,god,century","company,apple,game,sold,released,million,software,aol,announced,amiga,party,national,council,government,election,elected,president,members,member,general,army,military,battle,forces,force,war,ships,attack,ship,men"
1413,14,0,"in southwestern alberta, the cold winters are frequently interrupted by warm, dry chinook winds blowing from the mountains, which can propel temperatures upward from frigid conditions to well above the freezing point in a very short period.	during one chinook recorded at pincher creek, temperatures soared from in just one hour.	the region around lethbridge has the most chinooks, averaging 30 to 35 chinook days per year.",1,de,"calgary, a 56% a white christmas, while edmonton has an 86%.","river,sea,north,water,southern","team,played,season,league,football","company,apple,game,sold,released","oil,production,agricultural,industrial,industry","river,sea,north,water,southern,region,land,areas,south,northern,side,white,bow,iron,back,weight,red,steel,black,cast,example,,player,change,difficult,if,make,generally,higher,main,result"
10448,14,0,"livni served in the idf, gaining rank of lieutenant.	livni later served in the mossad during 1980 and 1984, between the ages of 22 and 26.	according to an interview in yediot aharonot, described in ""the sunday times"", she served in the elite unit responsible for operation wrath of god.",0,en,she resigned from the idf in august 1983 to marry and finish her law studies.,"party,national,council,government,election","king,de,son,andrew,ii","computer,code,systems,data,language","tropical,storm,typhoon,mph,depression","party,national,council,government,election,elected,president,members,member,general,ancient,greek,temple,god,century,apollo,roman,egyptian,according,modern,army,military,battle,forces,force,war,ships,attack,ship,men"
