ID,translated,source-language,sentence,context,full-ratings,mean-ratings
5346,1,fr,"on the other hand, some historians have speculated that charlemagne against the formal marriage for girls in a bid to political rivalry of their husbands; none of charlemagne girls are married, despite the policy offers forced marriages.",,"4,3,2,3,2,3,3,2,2,3,2,1,2,2,4,4,1",2.5294117647058822
5353,1,cs,"many amines is produced from aldehydes and ketones through a simplified amination, which can either continue catalytically or stoichiometrically.",,"4,3,2,4,3,4,3,3,3,3,4,3,3,4,2,2,3",3.1176470588235294
5430,1,cs,this has brought the desired effect at the heart of young aristocrats in the royal city (2 samuel 15: 1).,,"4,3,3,2,4,2,4,4,4,3,4,2,2,4,3,3,3,4",3.2222222222222223
5456,0,en,"the water and leaves, however, required changing after seven or eight days, and the leather needed to be turned over daily.",,"4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
5476,1,fr,"this is a sentence tourists who simply want to make on the beach, but the government declares that it is difficult to stamp out, because there is a lot of unemployment and poverty.",,"2,3,3,2,4,2,1,2,1,3,1,3",2.25
5510,1,fr,the reduction in the maximum 'work' (which includes the large two figures) is a function which has the largest group (vehicle) figures.,,"3,3,4,3,2,3,3,2,3,4,3,4,2,4",3.0714285714285716
5582,1,de,"the last occupation skylab, on 8 february, in 1974, and the sender even re-entered the atmosphere in 1979, through which the oldest operational apollo-saturn component.",,"2,1,2,1,2,2,2,1,2,1,1,1,1,3,3,2,1",1.6470588235294117
5654,1,fr,"the work as a group date of 1891 in new southern and south wales australia, followed by queensland and, later, the settlements.",,"3,4,2,2,1,2,3,3,2,1,3,2,3,3,1",2.3333333333333335
5718,1,fr,it also maintains a botanical garden (the botanischer garten aachen).,,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
5727,1,cs,"this is who model list of essential medicines, the medicines needed to basic health system.",,"4,2,2,1,4,1,1,1,4,1,1",2.0
5783,0,en,"bride and bridegroom respectively ate half of the rice served in a bowl, and other participants were entertained.",,"4,4,3,3,4,3,4,4,4,4,3,4,4,3,3,4,4,4",3.6666666666666665
5786,1,es,as well as being qualified to marriage.,,"4,3,3,2,2,4,3,2,3,3,4",3.0
5871,1,fr,"whereas in india, hasan ali Shah continue its close relationship with the british and has even visited by the Prince of wales (the future King edward VIII) when he was on a state visit to india.",,"3,3,3,4,3,3,3,3,4,3,3,3,2,4,4,2,4",3.176470588235294
590,1,fr,"in the series season finale, he fought michael chang for the acura champions.",,"4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4",3.75
5944,1,de,in spite of the risk attacked the abdali quota of durrani rushed either to save the shah or to confirm what has happened.,,"2,3,2,1,1,3,1,2,1,1,1,1,2,3,2,1",1.6875
60,1,cs,the country is 0.3 or albedo.,,"1,3,3,1,4,2,3,1,1,1,4,1,1,2,2",2.0
6010,1,fr,"among the last of its labors is the defence of the orthodoxy of its former pupil, thomas aquinas, whose death in 1274 grieved albert (the history of betting in person to defend the lessons of aquinas may not be confirmed.)",,"3,2,3,3,2,2,3,3,4,4,4,2,3,2,4,4,3,3,4,2",3.0
6044,0,en,"it was only when faced with the danger of annihilation by the franks in 584 that the dukes elected a new king in the person of authari, son of cleph, who began the definitive consolidation and centralization of the lombard kingdom while the remaining imperial territories were reorganized under the control of an exarch in ravenna with the capacity to defend the country without the emperor's assistance.",,"4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3",3.526315789473684
6049,0,en,"a few days later, the king of ormuz was met by an envoy demanding the payment of tribute to shah ismail i from persia.",,"4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4",3.8125
6110,1,de,"certainly, ealdred is one of the leaders in the work, and it is likely that one of its population, the version.",,"1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2",1.1875
6172,1,es,their calls to western europe to help the turks were also the catalyst that has probably contributed to the convoking of the crusades.,,"4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4",3.6666666666666665
6220,0,en,"the primary crop was cotton, grown by enslaved workers.",,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6232,0,en,"the southern tribes included the choctaw, creek, chickasaw, seminole and the cherokee.",,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6301,1,cs,"johnson efsa with freedman presidency law in february 18, 1866, to the delight of the white south and started anger republican legislators.",,"3,2,2,1,3,1,1,1,1,3,1",1.7272727272727273
6311,1,cs,"the adverse results temporarily halt republican calls to impeach johnson, who was elated before the elections.",,"4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4",3.6875
6359,1,cs,while many ports have suffered a decline aberdeen is still busy because of the oil trade and influx of persons associated with industry and the consequent increase in property prices brought prosperity in this area.,,"3,4,3,4,3,4,3,3,4,4,4,3,3,4,4,4,4,3",3.5555555555555554
6421,1,es,such a small clashes with independent viking raiders would have happened during much of the period had for decades.,,"2,2,2,3,1,3,1,1,1,2,1,2,2,2,3,1,1",1.7647058823529411
6478,0,en,"it should also include a hospital complex, a care, centre, a hotel zone, an urban centre and a thermal spa with villas and apartments.",,"4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,4,3",3.588235294117647
6518,1,de,"age can also on the basis of the nature of the calendar, as the lunar timetable, as birth data in leap years, or the method after birth date.",,"4,3,4,2,2,1,3,4,1,1,3,2,3,1,1",2.3333333333333335
6563,1,fr,"victoria met maria christina and alfonso in biarritz, france later this month, and turn to catholicism in san sebastián in motion.",,"3,2,2,2,2,1,2,1,3,1,1,1,2,4,2,3,4",2.1176470588235294
6564,1,fr,"as the marriage procession of new palace, he threw a bomb against a window which killed and injured several spectators and members of the procession.",,"3,4,3,3,4,4,3,2,3,2,2,3,4,4,3,3,3",3.1176470588235294
6575,0,en,"in 1123, he besieged and took lleida, which was in the hands of the count of barcelona.",,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
6587,1,cs,the plant is a core borer parasite lily brithys crini and / or diaphone eumela.,,"2,4,4,3,3,4,1,2,3,1,1,3,2,4,2,3,2",2.588235294117647
6605,1,es,"the acropolis, the temple of aphrodite, the market, the city ’ the walls, the church and the port were digging.",,"1,2,3,1,2,2,1,2,3,1",1.8
6616,1,es,"during this time, women have not only had to defend itself, but to reproduce, and this may be the source of the idea that amazons covered once a year with its neighbours, if herodotus really based their accounts in reality.",,"2,2,2,3,2,2,2,2,1,1,1,1,3,1,2,3.0",1.875
6733,1,cs,their cruelty is denounced by the prophet amos,,"4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4",3.9411764705882355
6748,1,cs,"alexander three finest admirals, nearchos, androsthenes and laomedon, her and after alexander death, his wife roxane and their small son alexander iv were in exile and later murdered.",,"2,3,2,2,3,3,2,2,1,1,2,1,2,1,2,2,1,3",1.9444444444444444
676,1,es,the enzyme chitinase produced in the stomach aid to digest the chitinous cuticle of arthropod dam.,,"4,3,4,2,2,2,3,2,3,3,2,1,4,3,4,1,3.0",2.7058823529411766
692,1,es,"eyes and hair grow quickly, and one language is formed.",,"1,1,1,2,3,2,4,3,2,2,3,1,4,2,4,2,3",2.3529411764705883
6921,1,fr,"in the mid-5th century, the number of adults male citizens may be as high as 60, 000, but the number has decreased peloponnesian precipitously during the war.",,"2,2,3,2,2,3,3,3,2,4,1,1,2,4,4,3",2.5625
7170,1,fr,"the Academy of Sciences was re-established in motion 1816. lazare carnot and gaspard monge were removed from this college for political reasons, and the King appointed cauchy to take the place of one of them.",,"4,3,4,4,1,4,2,2,4,4,2,3,3,3,3,2,3,1,4",2.9473684210526314
7258,0,en,"in the southwest, the zambezi system interlaces with that of the taukhe (or tioghe), from which it at times receives surplus water.",,"4,4,4,4,3,4,3,3,4,3,4,3,4,4,4,4,3",3.6470588235294117
7307,1,de,the bell is located in the south-eastern part of the sun devil stadium in the vicinity of the access of the students.,,"4,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3",3.3125
731,0,en,"the tsimshian people came to alaska from british columbia in 1887, when president grover cleveland, and later the u.s. congress, granted them permission to settle on annette island and found the town of metlakatla.",,"4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3.0",3.7058823529411766
7401,1,es,in 1877 became the first well-known player to use a fielding kid gloves; these were between products sold in its sporting goods.,,"3,2,4,3,2,3,2,3,2,3,2,2,3,4,3,2",2.6875
7481,1,fr,"it is now appreciated that most or all gene loci are highly polymorphic, with many alleles frequencies, which vary from population of the population, and that many of genetic diversity is hidden in the form of alleles which do not produce clear phenotypic differences.",,"4,4,4,3,4,4,4,3,2,4,3,2,3,3,4,4,2",3.3529411764705883
7534,1,de,"there is no proof that bin laden 'al-qaeda' on behalf of a group until after the attacks of 11 september, when he said that the concept of the americans.",,"2,2,1,1,2,1,1,1,1,1,1,2,2,1,1",1.3333333333333333
7536,1,cs,"this is described as a group, and it was therefore easier to prosecute any person associated with al-qaeda for all the acts or statements bin laden.",,"4,4,3,4,3,3,4,2,3,2,2,3,2,4,3,4,2,2,2",2.9473684210526314
7547,1,fr,"in a december 2007 video, al-zawahiri defended the Islamic State iraq, but rejected the attacks against civilians committed by 'hypocrites and traitors existing between the ranks. """,,"4,3,4,4,4,4,3,4,4,3,4,3,4,4,4,4",3.75
7605,1,cs,many of the chinese was so successful traders in small towns that were able to education their children in the college of commissioners.,,"2,2,2,3,3,3,2,2,2,3,2,1,3,2,1,3.0",2.25
7637,1,cs,"democrats are mostly concentrated on central little rock, mississippi delta, pine a sham, and the areas to the south of the border with louisiana.",,"3,4,3,2,4,4,2,4,4,3,4,3,4,3,4,3,3,3",3.3333333333333335
7841,1,es,"more precisely, brightness varies inversely with the place of distance.",,"4,3,4,4,4,3,4,3,4,3,3,4,4,3,3,3",3.5
7892,0,en,"later analysis, using the pictures that they took, determined that they had come within an estimated of the crater's rim.",,"4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4",3.3125
7908,1,es,"updated backpacks allowed longer-duration moonwalks, and the command module pilot, wearing a suit with three interconnectors, would lead to a five-connector version of the old moon suit — the liquid of cooling water connector be removed, as the command module would be a pilot 'deep-space eva' to restore film cartridges in the flight home.",,"2,3,4,2,3,3,4,2,2,3,1,1,2,2,4,4,1",2.5294117647058822
7954,1,cs,"the war later turned to south america, where british captured army in south carolina, but not enough volunteers from loyal civilians to take effective control.",,"4,4,4,3,3,4,3,3,2,2,2,3,2,2,4,4,4",3.1176470588235294
8044,0,en,sirius lies less than a degree from betelgeuse in the otherwise unmodified orion and is with − 1.2 a little fainter than from earth but still the brightest star in the alpha centauri sky.,,"3,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4",3.4705882352941178
8114,1,de,"lamar mirabeau b, second president of the newly formed republic texas, the commissioners to investigate the matter, the waterloo in the world, waterways and pleasant surroundings.",,"2,2,1,1,1,2,2,1,3,1,1,1,1,1,3,2,3,1",1.6111111111111112
8118,1,es,"the growth generated by this expansion in large measure adopted by austin at first, with the city away from the fourth largest to tenth more in texas between 1880 and 1920.",,"3,2,1,1,2,1,2,1,3,3,2,1,1,1,4,4,2,2",2.0
812,1,es,the soil to restore its refitting of nutrients lost over the use of techniques of agriculture of monoculture also takes time.,,"2,3,3,2,2,2,3,3,3,2,3,2,3,3,3",2.6
8197,1,de,"auschwitz was also limits to their destructive options. """,,"3,2,2,2,3,1,1,2,2,3,1",2.0
8203,1,de,"the number of remaining survivors every year, participation in the event is not in future be exceeded important anniversaries.",,"1,2,2,2,2,2,1,2,2,1,1,3,1,2,1,2",1.6875
841,1,cs,three or more resources (groups or variables) for statistical importance.,,"4,3,4,4,3,4,4,4,4,4,3",3.727272727272727
8460,1,cs,"as soon as the loosed couple, ares at a loss, be repatriated, thrace and aphrodite into paphos.",,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",1.0
8586,1,de,"in addition to these liberals and left-wing efforts, of a small group of the conservative institutions were born in ann arbor.",,"4,3,4,3,2,4,3,4,4,4,3,2,4,4,4,2,3,4,4",3.4210526315789473
8619,0,en,"further, as the current monarch's eldest child and, in turn, his eldest child, are anglican males, any change to the succession laws would have no immediate implications.",,"4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,3",3.5625
8697,1,cs,"the whole of this reading is now questionable, as some have argued that the treaty of lisbon in question may not with king tudiya from assyria, but rather with unnamed king precarious instead of the so-called 'abarsal'.",,"4,2,4,3,3,2,2,3,4,3,4,1,1,2,2,4,3,3,4,1",2.75
8766,1,de,the other major species yam beans are also indigenous in america.,,"4,4,4,3,3,3,4,4,4,3,4,3,4,4,3,4,4",3.6470588235294117
88,1,fr,the figures were reduced even more after decades.,,"4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,3,4",3.6666666666666665
8804,0,en,but hector tells her that carlos hired him to help her with grief.,,"4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4",3.7777777777777777
8831,0,en,certainly no two results should be compared unless the conditions are known.,,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
8843,1,es,"without forgetting know if the right people are also in the process of decision-making, and if there is any technology that can improve the decision-making process.",,"1,4,1,2,2,3,3,2,1,2,4,2,2,3,2,3,3,2",2.3333333333333335
8853,0,en,"for example, an organization with collaboration culture can be anarchy.",,"4,4,4,3,4,3,4,4,3,4,4,4",3.75
8936,0,en,it features dwyane wade of the miami heat on the cover.,,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
9027,1,cs,in its tower behind the church to the west bank.,,"2,4,3,3,3,2,2,3,2,3,3,2,3,2,4,2,4",2.764705882352941
9039,1,cs,"at that time, the national confidence to only a limited work, the priority of staff homes on the floor, the preservation of this house.",,"2,1,2,2,2,2,3,3,1,1,1,1,1,1,3,1,1",1.6470588235294117
9090,1,fr,it is in this way that activates tumor necrosis factor-alpha.,,"2,3,4,3,3,3,4,3,3,3,2,2,2,4,3,4",3.0
9123,1,fr,"between 1975 and 1989, he has worked as a coach in the United States.",,"3,3,4,4,4,3,3,3,4,4,3",3.4545454545454546
9162,0,en,"he arrives at home farm, while she was looking after scott and zoe's daughter, jean (megan pearson), and they get passionate on the sofa, leaving jean unattended.",,"4,3,3,3,4,3,3,4,4,3",3.4
925,1,es,"the preferred pluralistic 'abacus' is a subject of disagreement, both with 'abacuses' and 'abaci' in use.",,"3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,3,4",3.6666666666666665
9489,0,en,original member james ward joined steelheart on the tour supporting the album.,,"3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4",3.8333333333333335
9543,0,en,"cloud tops cooled and at midday utc on september 21, nora reached its peak intensity of and 135 mph (210 km / h) winds, a category 4 hurricane.",,"4,3,3,4,2,4,3,4,4,4,4,3,3,4,3,2,3",3.3529411764705883
9551,1,de,"in the southern iberia, different types of wind instruments, including the associated shawm, known as' gaitas', but in the northern iberia 'gaita refers only to dudelsack to play.'",,"4,3,3,2,1,1,3,4,1,2,1,2,1,3,3,4,4,3",2.5
9571,1,fr,"octavian he said that without evidence, its suspicion cannot be justified, if the two evander him kidnap and torture until it reveals the truth: that, after vorenus had been falsely declared dead, evander and niobe has become fans and fathered a son with it, which niobe said vorenus was her grandson (so-called fathered by his daughter of a friend, crito).",,"1,1,1,2,2,1,1,2,1,1,1,1,2,3,1,3.0",1.5
9651,1,de,the association searched upper burma in the early 16th century (1502 – 1527) and a series of war against ava and their allies shan state thibaw (hsipaw).,,"4,3,2,2,2,2,2,3,4,4,1,3,2,3,2,4,1,2,2",2.526315789473684
9708,1,es,"it is the turbulent equivalent of the british ""essex girl 'or' chav 'stereotypes.",,"1,4,4,4,3,4,4,1,4,4,3,2,2,4,3,4,4,4,1",3.1578947368421053
974,1,es,"the third member of the mission, michael collins, adopted the command spacecraft went into orbit lunar until armstrong and aldrin come back to it in a day after the visit to land.",,"4,1,2,3,3,2,4,2,4,1,2,1,3,3,4,2,2",2.5294117647058822
9804,1,cs,"in this and other issues, it is much more practical and ruthless than his a little idealistic ally brutus.",,"3,4,2,2,1,2,2,2,3,3,2,1,1,3,1,2,2,3,4",2.263157894736842
9808,1,es,it has served under the leadership of stephen lewis and mr cassidy.,,"4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,4,3",3.6470588235294117
9876,1,fr,"through these efforts and with the aid of equal opportunities programme (eop) for the disadvantaged minority students, gamboa has been california state university during angeles.",,"1,3,2,1,2,2,1,2,2,1,2,1,2,1,3,3,3,1,2",1.8421052631578947
9923,1,de,if women refuse vorenus says that if they refuse to egyptian soldiers.,,"1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2",1.3157894736842106
9997,1,cs,"it is, after all, desist from belts for the ben justice and his new partner, murderer brooks.",,"1,1,3,1,1,2,1,2,2,1,2,1,1,1,2,1,3,3,2,1",1.6
