ID,translated,source-language,sentence,context,full-ratings,mean-ratings
14088,1,de,"however, it was claimed that the office is named for col. henry.","finally the last element essential to the funerary cult, the satellite-pyramid encircled in its own peribolos, is located southeast of the royal pyramid and therefore was accessible only through a corridor of stores and halls of worship.	this small pyramid covers an underground plan consisting of a short ramp leading to a single underground chamber.	in the middle of the courtyard of the paribolos, facing east and west, are two landscaped basins in the granite floor.","3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4",3.6666666666666665
14093,0,en,the area includes land enclosed by sea dikes with fringing marshes.,"various short-lived organizations of anthropologists had already been formed.	the société ethnologique de paris, the first to use ethnology, was formed in 1839.	its members were primarily anti-slavery activists.","2,1,2,2,1,3,2,2,1,2,3,1,1,3,2,2",1.875
14126,1,cs,"then contribute to its vocals' fair lady ', one of the tracks in the lee seung-hwan the 20th anniversary of the hwantastic album' friends'.","the teams faced each other in a tournament final for the vacant tag team championship, which the kangaroos won.	the following year, the stomper and justice regained the title belts by defeating the kangaroos.	they held the belts for five months, and the stomper had one last reign as champion when he teamed with bobo brazil to win the title for the third time on july 21, 1973.","2,2,1,3,3,2,2,3,1,2,2,2,2,3,2,2",2.125
1413,1,de,"calgary, a 56% a white christmas, while edmonton has an 86%.","linguistics look at individual languages and language in general.	it breaks language down and analyses its component parts: theory, sounds and their meaning, utterance usage, word origins, the history of words, the meaning of words and word combinations, sentence construction, basic construction beyond the sentence level, stylistics, and conversation.	it examines the above using statistics and modeling, and semantics.","1,2,3,3,3,1,2,1,3,2,2,2,1,2,1",1.9333333333333333
14160,0,en,"the semi-arid coastal areas of southern vietnam are the most arid in vietnam, so the vegetation also has high value as a source of germ plasm for restoring other areas that become drier or are affected by sea level rises due to climate change.","the couple married in 1827 and had eight children.	the family was impoverished, and only alfred and his three brothers survived past childhood.	through his father, alfred nobel was a descendant of the swedish scientist olaus rudbeck (1630–1702), and in his turn the boy was interested in engineering, particularly explosives, learning the basic principles from his father at a young age.","4,4,4,3,4,4,4,3,3,3,4,4,4,3",3.642857142857143
14250,1,fr,"agesander of rhodes, with two other rhodian sculptors, shared the famous' group laocoön ', vatican museums and the sculptures rediscovered to sperlonga in the villa of tiberius, probably at the beginning of the period imperial.","it quickly became a massive hit in japan.	the film was also a critical and box office success abroad, winning the coveted palme	d'or at the 1980 cannes film festival in may, though some critics, then and now, have faulted the film for its alleged coldness.","1,3,3,3,3,2,2,4,2,3,1,3,1,2,3",2.4
14279,1,cs,"there are significant differences in the number of suicides, year after year, between the indian cities.",in 1648 semyon dezhnev reached the mouth of the anadyr after being shipwrecked on the coast.	in 1649 he went upriver and built winter quarters at anadyrsk.	for the next 100 years the anadyr was the main route from the arctic to the pacific and kamchatka.,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
14290,1,es,it was also a member of the council of 1993 to 1995 and other councils at local and regional level.,"it was made from a single stone and has four curved handles bearing the head of a bull.	in the 1870s luigi palma di cesnola carried out excavations in the necropolis of amathus, as elsewhere in cyprus, enriching the early collections of the metropolitan museum of art; some objects went to the british museum.	more modern archaeological joint cypriote-french excavations started in 1980 and continue.","4,3,3,2,4,3,4,4,3,3,4,3,2,3,3",3.2
14299,1,fr,"in january 2010 choi concluded with a new agency mcloud entertainment and has announced plans on the march 2 to resume activities in the first half of the year, but its approach to return to his stress and increasingly frustrated that it had not throw itself into any tv series.","the arithmetic logic functions were fully electronic, implemented with vacuum tubes.	the family of logic gates ranged from inverters to two and three input gates.	the input and output levels and operating voltages were compatible between the different gates.","3,2,1,1,3,2,4,2,2,2,2,1,2,4,2,4,2",2.2941176470588234
14332,1,de,"its implementation will lead to further overloading of the social and psychological staff (and, together with the cf. administration), the amount of work already, as the main objective of this service “voluntary-compulsory ” associations of convicted, based on common interests, to resolve the everyday problems through self-governance.","borg bryggerier was founded in 1855 under the name lande gaard og bryggeri by merchant hans hafslund.	in 1905, the egenæss family acquired the brewery.	it has been owned by members of the egenæss family since then.","4,2,1,1,2,3,2,2,3,2,3,2,4,3,3,4,3",2.588235294117647
14351,1,es,"and, to judge by the information provided by the release spsu, the agency does not intend to comply cpc of ukraine in relation to the decision of the court.","nick is given a fantasy in which he leads a commando raid.	in the melee, nick is set on fire by a hand grenade thrown by his commanding officer and is apparently killed (again, his fantasy goes to extremes and turns against him), though he returns later in the movie, bandaged and on crutches, but otherwise unharmed.	kevin kills the hobgoblin in control of amy before she can have sex with the scruffy bouncer roadrash (duane whitaker).","2,2,2,3,3,3,2,3,2,2,3,2",2.4166666666666665
14391,0,en,"in 2010, they had a sold-out run in london, england where they became the highest-selling act ever to play the soho theatre.","lynn university teams have won a total of 21 ncaa and naia national championships, and 30 sunshine state conference championships.	men's varsity sports are baseball, basketball, golf, lacrosse, soccer and tennis.	women's varsity sports are basketball, cross country, golf, soccer, softball, swimming, tennis and volleyball.","4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
14424,1,cs,"they are two eggs, and dragons is adopted.","but hephaestus was not satisfied with his revenge, so he invited the olympian gods and goddesses to view the unfortunate pair.	for the sake of modesty, the goddesses demurred, but the male gods went to witness the sight.	some commented on the beauty of aphrodite, others remarked that they would eagerly trade places with ares, but all who were present mocked the two.","2,1,2,1,2,1,3,1,1,2,1,2,1,2,2,3,2",1.7058823529411764
14455,1,es,"lord elwyn-jones also expressed that if a crime could be undertaken recklessly, was one of the intentions.","elections were held on 2 january 1965.	there were four candidates: ayub khan, fatima jinnah and two obscure persons with no party affiliation.	there was a short campaigning period of one month, which was further restricted to nine projection meetings that were organised by the election commission and were attended only by the members of the electoral college and members of the press.","3,3,2,1,3,3,4,2,3,2,3,3,2,2,1,3,3",2.5294117647058822
14470,1,de,"he said that the stairs and lifting ""orbit 'less more clearly than the previous kapoor function successfully, but ultimately he said' difficult to see what the big idea, the idea of a great thing. '","his film debut was ""rødblått paradis"" from 1971.	his ""maria marusjka"" from 1973 was awarded the norwegian film critics' prize.	his film ""streik!"" from 1974, based on a novel by tor obrestad, was presented at the cannes film festival.","3,1,2,1,2,2,2,2,1,2,3,2,1,1,2,1,1,2,2",1.736842105263158
14478,0,en,"the romanesque house at 166 has a finely detailed corbelled brick cornice with its date of construction, 1883, in cast iron letters below.","the musical, a musical theatre which was inspired by 1malaysia.	he played the lead, rahman in the multi-racial ensemble play staged at the famous istana budaya, kuala lumpur.	also involved in the play were other astro talents, eric lin,michael rao, fellow af7 alumni nas adila and amy wang.","4,3,4,4,4,4,4,3,4,3,3,4,4,3,3",3.6
14546,1,fr,"hermann begemann was captured by Soviet troops after the battle of stalingrad, it has been up in 1948.","team usa jumped ahead early in the world x-cup, with alex shelley and sonjay dutt defeating minoru tanaka and hirooki goto of team japan on tna impact!	to earn team usa 2 points.	chris sabin then defeated puma of team mexico to earn team usa another 3 points.","2,3,3,3,2,3,2,3,3,3,3,3,2,3",2.7142857142857144
14634,0,en,"he was transferred back to the infantry for two years from 1893, before returning to the ecole.","félix lucien roger debax (28 september 1864 – 25 august 1914) was a french army officer and olympic fencer.	born in toulouse, debax entered the army as an officer-candidate at the age of 18.	after service with the infantry (where he was promoted to the rank of captain), he became attached to the army gymnastics school (ecole normale de gymnastique) in 1889.","3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4",3.6842105263157894
14742,1,fr,its multi-gym has a wide range of a modern equipment installed.,"ankara has experienced a phenomenal growth since it was made turkey's capital.	it was ""a small town of no importance"" when it was made the capital of turkey.	in 1924, the year after the government had moved there, ankara had about 35,000 residents.","4,4,4,4,4,4,4,4,3,4,3,3,4",3.769230769230769
14753,0,en,"and she was an active member of the kentucky medical association, the jefferson county medical society, and the tri-county medical society.","under this model of 'buddhist kingship', the king sought to legitimise his rule not through descent from a divine source, but by supporting and earning the approval of the buddhist ""sangha"".	following ashoka's example, kings established monasteries, funded the construction of stupas, and supported the ordination of monks in their kingdom.	many rulers also took an active role in resolving disputes over the status and regulation of the sangha, as ashoka had in calling a conclave to settle a number of contentious issues during his reign.","4,4,4,4,4,4,4,4,4,4",4.0
1477,0,en,"einstein once wrote: ""i do not believe in a personal god and i have never denied this but expressed it clearly"".",the organization values affiliation and teamwork.	they also prioritizes people in the organization.	this organization has accessibility and inclusiveness of information.,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
14791,1,de,representatives of mr mitchell ashley (r-ohio) if legislation proposed that the organisation of the territory was adopted by the congress of the united states in 1864.,"the amide salt is quite insoluble and readily precipitates out of solution, leaving intensely coloured ammonia solutions of the alkali metals.	in 1907, charles krause identified the colour as being due to the presence of solvated electrons, which contribute to the high electrical conductivity of these solutions.	at low concentrations (below 3 m), the solution is dark blue and has ten times the conductivity of aqueous sodium chloride; at higher concentrations (above 3 m), the solution is copper-coloured and has approximately the conductivity of liquid metals like mercury.","3,2,3,1,2,3,2,3,3,2,2,4,1,3,1",2.3333333333333335
14856,0,en,"the first ten cars were flagged away at the start by the first minister of scotland, rt hon alex salmond and sir jackie stewart.","the main stream has its rise in 11°21′3″ s 24°22′ e, at an elevation of .	it flows to the west and south for a considerable distance before turning eastward.	all the largest tributaries, including the shire, the outflow of lake nyasa, flow down the southern slopes of the band of high ground stretching across the continent from 10° to 12° s.","3,2,3,4,4,2,3,4,3,4,3,3,3,2",3.0714285714285716
14922,1,de,tuhus was in the norwegian ministry broadcasting corporation nrk drama 'between 1994 and 2000.,"in a recent class action lawsuit in california approximately 12,400 former and current apple retail store employees alleged they should have been compensated for having to wait in line and for undergoing off-the-clock security bag searches and clearance checks when they left work for meal breaks or at the end of their shifts.	the unpaid search practice started in 2009 over concerns of increasing employee theft and the employees claimed the searches were not efficiently conducted.	the suit alleged illegal and improper wage practices in violation of the fair labor standards act that deprived staff of wages they should have earned during what they contended was compensable time at ""work"".","3,3,3,2,2,1,3,2,2,1,2,2,2,2,2,2,3",2.176470588235294
14982,0,en,"as of the 2010 census, its population is 306.comfort is the home of sherman elementary school.","the sun would be a yellow star of an apparent visual magnitude of +0.5 in eastern cassiopeia, at the antipodal point of alpha centauri's current right ascension and declination, at (2000).	this place is close to the 3.4-magnitude star ε cassiopeiae.	an interstellar or alien observer would find the \/\/ of cassiopeia had become a /\/\/ shape nearly in front of the heart nebula in cassiopeia.","3,3,3,2,3,2,1,2,2,3,1,2,2,1,1,1",2.0
14994,1,fr,"they are all masterworks, all of which have been innovative in their time, but they are not a particular style.","a simulation is the implementation of a model.	a steady state simulation provides information about the system at a specific instant in time (usually at equilibrium, if such a state exists).	a dynamic simulation provides information over time.","3,4,4,3,3,3,3,3,3,3,4,4,4,4",3.4285714285714284
1506,1,de,the institution of slavery was abolished in 1923.,"these cars were stringently built to both fia and pikes peak regulations and driven by brothers steve beddor and david beddor.	unlike the other competitors, both cars were not only race modified, but also duly road registered, tractable, street legal cars.	in a demonstration of the ruf's flexibility, they were street driven to and from the pikes peak racecourse, and as a lasting testament to the ruf ctr2sport's enormous capabilities, steve beddor was 1st in overall qualifying (despite driving a legal street car) and finished 2nd overall in the race, while his brother david, (in the second ruf) finished a close 4th overall.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
1606,1,de,the international service broadcasts of radio programmes in albanian and seven other languages on medium wave (i) and wave (sw).,"clinical genetics evaluations are often done once asd is diagnosed, particularly when other symptoms already suggest a genetic cause.	although genetic technology allows clinical geneticists to link an estimated 40% of cases to genetic causes, consensus guidelines in the us and uk are limited to high-resolution chromosome and fragile x testing.	a genotype-first model of diagnosis has been proposed, which would routinely assess the genome's copy number variations.","3,3,3,3,4,4,3,3,4,3,4,3,3,3",3.2857142857142856
1687,1,de,"at that time, ueshiba on its martial arts as' aiki budō '.","apollo was worshipped as actiacus ( ; , ""aktiakos"", literally ""actian""), delphinius ( ; , ""delphinios"", literally ""delphic""), and pythius ( ; , ""puthios"", from πυθώ, ""pythō"", the area around delphi), after actium () and delphi (δελφοί) respectively, two of his principal places of worship.	an etiology in the ""homeric hymns"" associated the epithet ""delphinius"" with dolphins.	he was worshipped as acraephius ( ; , ""akraiphios"", literally ""acraephian"") or acraephiaeus ( ; , ""akraiphiaios"", literally ""acraephian"") in the boeotian town of acraephia (), reputedly founded by his son acraepheus; and as smintheus ( ; , ""smintheus"", ""sminthian""—that is, ""of the town of sminthos or sminthe"") near the troad town of hamaxitus.","2,1,2,2,2,1,2,2,2,2,2",1.8181818181818181
1701,1,cs,"works of art, can be specifically for this purpose or interpreted on the basis of the images or objects.","the village of newton morrell is the closest to barton at just to the north-east and stapleton northward.	other settlements that are close by include melsonby to the west, middleton tyas to the south and aldbrough st john to the north-west.	barton beck flows north through the centre of the village creating a ford across mary gate.","3,3,4,4,3,3,3,4,3,2,3,3,4,3,4,3,4",3.2941176470588234
1791,1,cs,"for the british, war, has now become much more complicated.","also of note is the boudoir (6); this small room conceived a sitting room for the ladies of the house retains much of its original plasterwork and decoration in the style of soane.	later additions include the marble fireplace, and mirrored alcoves and pilasters to the corners, creating an elongated hexagonal shape also in the style of soane.	other rooms are now much altered, the dining room (8) was created from the former library in the 1860s, while the music room’s once ornate and painted papier mache ceiling is now lost due to the building deprivations following world war ii.","3,3,3,4,3,3,3,3,4,3,4,4,4,3",3.357142857142857
1855,1,de,"now the elegant 'computes example-numbers faster, whether for every a, b and research, this is always the case require a detailed analysis.","with a series of recall campaigns, audi made several modifications; the first adjusted the distance between the brake and accelerator pedal on automatic-transmission models.	later repairs, of 250,000 cars dating back to 1978, added a device requiring the driver to press the brake pedal before shifting out of park.	a legacy of the audi 5000 and other reported cases of sudden unintended acceleration are intricate gear stick patterns and brake interlock mechanisms to prevent inadvertent shifting into forward or reverse.","1,2,1,2,1,2,2,3,2,3,2,1,2,1,2",1.8
1861,1,es,"but i assume that could be done absolutely everything that can be expected of any logic rational machine. ""","the soot deposited on a pot hung over a fire of birch bark was used for color.	their traditional dress was a robe spun from the inner bark of the elm tree, called attusi or attush.	various styles were made, and consisted generally of a simple short robe with straight sleeves, which was folded around the body, and tied with a band about the waist.","3,2,2,1,1,2,3,3,3,1,2,2,2,2,1,2",2.0
1892,1,fr,"when the thessalians realised the order of the day, they are alexander in their back and rapid cancellation, adding their alexander cavalry charge of force.","achaemenid assyria (539–330 bc) retained a separate identity (athura), official correspondence being in imperial aramaic, and there was even a determined revolt of the two assyrian provinces of mada and athura in 520 bc.	under seleucid rule (330 bc – approximately 150 bc), however, aramaic gave way to greek as the official administrative language.	aramaic was marginalised as an official language, but remained spoken in both assyria and babylonia by the general populace.","1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1",1.5294117647058822
2011,1,fr,"his name is derived from the arabic word for 'lamb' or 'head of the ram' ('sick al-hamal'), which references aries mythological of substance.","miss marple solves difficult crimes because of her shrewd intelligence, and st. mary mead, over her lifetime, has given her seemingly infinite examples of the negative side of human nature.	crimes always remind her of a parallel incident, although acquaintances may be bored by analogies that often lead her to a deeper realization about the true nature of a crime.	she also has a remarkable ability to latch onto a casual comment and connect it to the case at hand.","4,3,3,3,3,4,4,3,4,3,4,3,4,3,3,3",3.375
2263,1,cs,"in recent years, politicians actively discourage against campaign in minority languages.","a nuclear isomer may also be called a ""meta-state"", meaning the system has more internal energy than the ""ground state"" (the state with the lowest possible internal energy), making the former likely to decay into the latter.	there may be more than one isomer for each isotope.	the most stable of these nuclear isomers is astatine-202m1, which has a half-life of about 3 minutes, longer than those of all the ground states bar those of isotopes 203–211 and 220.","3,3,3,3,4,3,3,3,3,4,3,3,2",3.076923076923077
2289,1,es,"at the time, a total of 15 municipalities have created.","apollo 11 was the spaceflight that landed the first humans on the moon, americans neil armstrong and buzz aldrin, on july 20, 1969, at 20:18 utc.	armstrong became the first to step onto the lunar surface six hours later on july 21 at 02:56 utc.	armstrong spent about two and a half hours outside the spacecraft, aldrin slightly less, and together they collected of lunar material for return to earth.","3,3,3,3,3,3,2,2,4,3,3,2,3,3,3,3,4,2",2.888888888888889
2314,1,de,it is not clear how the shortcomings in the idle-stabilization system.,"this location was a celebrated crossing of the southern indians of the arkansas valley.	there was a practicle (sic) ford of the arkansas near here and the trails all centered here an it had been an important point during all the time i was in command of the plains.	from camp dodge, when a permanent post was ordered there, they named it fort dodge and after the war when the fort was abandoned, a city had grown up there, which is now known as dodge city."" .","1,3,2,3,2,2,2,4,3,2,2,3,2,1,1,4,3",2.3529411764705883
2332,1,de,"audi also developed good branding instruments of certain instruments, solid issues, rhythm and it all sounds the audi solid character.","the logico-deductive method whereby conclusions (new knowledge) follow from premises (old knowledge) through the application of sound arguments (syllogisms, rules of inference), was developed by the ancient greeks, and has become the core principle of modern mathematics.	tautologies excluded, nothing can be deduced if nothing is assumed.	axioms and postulates are the basic assumptions underlying a given body of deductive knowledge.","2,2,2,2,2,2,3,2,1,2,2,2,1,2,1,3,3",2.0
2350,1,es,"also on their behalf survive modern-day companies such as dynamit the nobel prize and akzonobel, which are descendants of mergers with companies.","whereas the table strewn with dust definition is popular, there are those that do not place credence in this at all	and in fact state that it is not proven.	greek ἄβαξ itself is probably a borrowing of a northwest semitic, perhaps phoenician, word akin to hebrew ""ʾābāq"" (אבק), ""dust"" (or in post-biblical sense meaning ""sand used as a writing surface"").","1,2,3,2,2,3,3,3,3,3,2,1,2,1,1",2.1333333333333333
2387,1,cs,"in its recent, and some of its most productive age, bell division between his residence in washington d.c., where he and his family originally her for most of the year and beinn bhreagh are spent more time.","single-seater racing is not limited merely to professional teams and drivers.	there exist many amateur racing clubs.	in the uk, the major club series are the monoposto racing club, brscc f3 (formerly clubf3, formerly arp f3), formula vee and club formula ford.","4,2,1,1,3,3,1,1,3,3,1,2,1,2",2.0
2498,1,de,the governor of the state of massachusetts had collectively on the next day south trains.,"he speculated that the project might mark the time when society stops using large iconic projects as a tool for lifting areas out of deprivation.	he questioned its ability to draw people's attention to stratford after the games, in a similar manner to the successes of the angel of the north or the guggenheim museum bilbao.	he also questioned the piece's ability to strike a chord like the angel, which he believed had at least ""created a feelgood factor and sense of pride"" in gateshead, or whether it would simply become one of the ""many more unloved rotting wrecks that no one has the nerve to demolish"".","2,1,3,1,2,1,3,1,1,2,1,1,1,2,1,2,3",1.6470588235294117
2515,1,es,"mcclellan and read fought in the battle of antietam near sharpsburg, maryland, 17 september, 1862, the bloodiest single day at the united states military history.","the city of amsterdam is a municipality under the dutch municipalities act.	it is governed by a directly elected municipal council, a municipal executive board and a mayor.	since 1981, the municipality of amsterdam has gradually been divided into semi-autonomous boroughs, called ""stadsdelen"" or 'districts'.","2,3,3,4,4,2,3,3,4,3,3,4,4,3",3.2142857142857144
255,1,fr,"secondly, any sensory experience that comes when someone is asleep and is perceived by the person then asleep is not eligible under a dream.","historically, the ""oscarcast"" has pulled in a bigger haul when box-office hits are favored to win the best picture trophy.	more than 57.25 million viewers tuned to the telecast for the 70th academy awards in 1998, the year of ""titanic"", which generated close to us$600 million at the north american box office pre-oscars.	the 76th academy awards ceremony in which """" (pre-telecast box office earnings of us$368 million) received 11 awards including best picture drew 43.56 million viewers.","2,3,2,3,4,1,3,3,2,2,4,3,1,3,3,4,3,4",2.7777777777777777
2589,1,es,"after the mid-1960s, became much less rich, but its work later — among its last two epics', kagemusha '(1980) and' addressed '(1985) — continued to win awards, including the' kagemusha ', although more often abroad that in japan.","this dress rehearsal for a moon landing brought the apollo lunar module to from the lunar surface, at the point where powered descent would begin on the actual landing.	practicing this approach orbit would refine knowledge of the lunar gravitational field needed to calibrate the powered descent guidance system to within (lr altitude update lock) needed for a landing.	earth-based observations, unmanned spacecraft, and apollo 8 had respectively allowed calibration to within , , and .","1,2,3,3,2,1,3,3,3,3,3,1,1,2,2,4",2.3125
2735,0,en,"however, on 10 february 1973, the song came third in melodifestivalen; thus it never reached the eurovision song contest itself.","the internship is different from ""house officership"" (which may follow internship), as understood in uk and other countries.	the latter is not a compulsory tenure.	the house physician or house surgeon unlike an intern, works in a particular department of his or her choice and is paid a monthly 'salary' for his work in the hospital (especially, in the uk).","3,3,3,4,4,4,3,3,3,3,4,3,4,4,3",3.4
2759,1,fr,for the album agnetha recorded duets with his son and with a chorus of children.,"in ancient egyptian astronomy, aries was associated with the god amon-ra, who was depicted as a man with a ram's head and represented fertility and creativity.	because it was the location of the vernal equinox, it was called the ""indicator of the reborn sun"".	during the times of the year when aries was prominent, priests would process statues of amon-ra to temples, a practice that was modified by persian astronomers centuries later.","2,3,3,3,3,3,3,3,4,4,4,4,4,4",3.357142857142857
2767,1,fr,"for me, however, were certified by the music industry association of america for the sale of over a million copies of all.","polysulfone is highly resistant to mineral acids, alkali, and electrolytes, in ph ranging from 2 to 13.	it is resistant to oxidizing agents, therefore it can be cleaned by bleaches.	it is also resistant to surfactants and hydrocarbon oils.","3,2,2,3,2,3,2,3,3,3,2,2,3",2.5384615384615383
2768,1,cs,"emigration to the uncivilized country leaves intact the british nationality: a right for all states to deal with their authority their issues, so that emigration is one of the usual and recognised by colonial enlargement.","he was a great favorite of his father and of the people.	his charming manners, personal beauty, and insinuating ways, together with his love of pomp and royal pretensions, captivated the hearts of the people from the beginning.	he lived in great style, drove in a magnificent chariot and had fifty men run before him.","1,2,3,3,2,2,3,2,2,3,2,2,2,2,2",2.2
289,1,fr,"the more monitored ceremony based on ratings nielsen until now, however, the Academy 42nd distinctions (better scoreboard 'midnight cowboys'), which has attracted a 43.4% of households rating on 7 april 1970.","the area covered by this district was part of the princely state of orchha till its merger with the indian union.	the orchha state was founded by rudra pratap singh in 1501.	after merger, it became one of the eight districts of vindhya pradesh state in 1948.","2,1,3,1,2,2,2,2,1,2,2,3,1,2,1,3,2",1.8823529411764706
2923,1,cs,"the least stable is astatine-214m1; its half-life from 265 nanoseconds is shorter than all the states, in addition to that of the astatine-213.","writer harriet martineau, for example, wrote dubiously that, ""the master presupposes his little pupils possessed of all truth; and that his business is to bring it out into expression"".	even so, his ideas helped to found one of the first adult education centers in america, and provided the foundation for future generations of liberal education.	many of alcott's educational principles are still used in classrooms today, including ""teach by encouragement"", art education, music education, acting exercises, learning through experience, risk-taking in the classroom, tolerance in schools, physical education/recess, and early childhood education.","4,4,4,3,3,4,4,3,3,4,3,4,4,4",3.642857142857143
301,1,es,the majority of the clocks are caesium watches; the definition of whether the second is written in terms of caesium.,"like the other prudential commissions, the building is noted for its use of red architectural terracotta and brick.	it has a tower which was added to the building by the architect's son paul waterhouse in 1905.	exterior tiles between the first and second floor of the building read ""prudential assurance buildings"",","4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4",3.0555555555555554
310,1,cs,"however, when volunteers generously places the interests other than their own, charitable donations, further brain circulation was selectively activated: subgenual cortex / septal region.","felix hoffmann, a chemist at bayer, is credited with the synthesis of aspirin in 1897, though whether this was of his own initiative or under the direction of arthur eichengrün is controversial.	aspirin is one of the most widely used medications in the world with an estimated 40,000 tonnes of it being consumed each year.	in countries where ""aspirin"" is a registered trademark owned by bayer, the generic term is acetylsalicylic acid (asa).","3,3,1,1,4,2,1,2,2,4,3,4,1,3",2.4285714285714284
3184,1,es,these deficits were less serious than the seen similar of children with a diagnosis multiple sclerosis.,"it is located approximately west of sudbury, suffolk and is 35 km (22 miles) north-northeast from the county town of chelmsford.	it is near belchamp st paul and belchamp otten.	the village is in the district of braintree and in the parliamentary constituency of saffron walden.","2,3,2,2,3,3,1,2,3,2,3,1,2,3,3,2,2",2.2941176470588234
3194,1,cs,they can also hold the key to the pathogenesis.,"the city has been at times marked by ethnic tension.	in 2004 film director theo van gogh was murdered by mohammed bouyeri in amsterdam.	among others, in line with attitude changes in dutch politics towards certain (especially islamic) minorities turkish-language and arabic-language tv channels have been dropped from the basic cable tv package.","3,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4",3.7058823529411766
3242,1,de,high-water in streams and rivers peak in june and july in the snow on the high altitudes.,"these animals metabolize sugar and oxygen to obtain energy for their cell-building processes, including secretion of the exoskeleton, with water and carbon dioxide as byproducts.	dinoflagellates (algal protists) are often endosymbionts in the cells of the coral-forming marine invertebrates, where they accelerate host-cell metabolism by generating immediately available sugar and oxygen through photosynthesis using incident light and the carbon dioxide produced by the host.	reef-building stony corals (hermatypic corals) require endosymbiotic algae from the genus ""symbiodinium"" to be in a healthy condition.","4,3,2,3,3,3,2,3,3,2,3,4,2,4,4",3.0
3255,0,en,the 16th century switzerland was well-established as a separate state.,it noted that hundreds of thousands of lives had been saved from starvation.	at the same time the council acknowledged that the lack of co-operation between the somali parties and factions undermined the united nations objectives in somalia and therefore the continuation of unosom ii beyond the end of march 1995 was not justified.	there were guarantees from the somali parties that they would co-operate and not interfere with the withdrawal of unosom ii.,"3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4",3.588235294117647
3320,1,de,"this issue was largely by the time the christie in the middle east, where it consistently religious temple and spiritual history of the cities that, during the gulf mallowan archaeological work.",the church at bayham was destitute of aisles either to nave or choir.	the latter terminated in a three-sided apse.	this church is remarkable for its exceeding narrowness in proportion to its length.,"1,2,2,2,1,3,1,2,3,2,1,2,1,1,2",1.7333333333333334
3349,1,de,the tension or the current was a 'analogue' of the sound.,"during the ensuing 15 years, many countercultural and new left enterprises sprang up and developed large constituencies within the city.	these influences washed into municipal politics during the early and mid-1970s when three members of the human rights party (hrp) won city council seats on the strength of the student vote.	during their time on the council, hrp representatives fought for measures including pioneering antidiscrimination ordinances, measures decriminalizing marijuana possession, and a rent-control ordinance; many of these remain in effect in modified form.","3,1,3,3,3,3,3,1,3,2,3,4,3,3,4,1,2,3",2.6666666666666665
3541,1,es,"in january 1937, has returned to lambaréné and continue to work there during the second world war.","washington and his army encamped at valley forge in december 1777, about 20 miles (32 km) from philadelphia, where they stayed for the next six months.	over the winter, 2,500 men (out of 10,000) died from disease and exposure and the army was reduced to 4,000 effectives.	during this time howe's army, comfortable in philadelphia, made no effort to exploit the weakness of the american army.","3,2,3,2,2,2,3,2,3,3,3,3,3,2,3",2.6
3571,0,en,"if the abscess does not heal only with incision and drainage, or if the abscess is in a place that is difficult to drain such as the face, hands, or genitals, then antibiotics may be indicated.","the monasteries of the holy sativan church were called ""fubars,"" the name being derived from the acronym ""fouled up beyond all repair"" in common usage in a variety of places, especially the u.s. military.	monks of mafang fubar (also known as ragoovian monks after the fubar's founder), the most renowned of these, were the slobbovian version of martial artists.	mafang fubarian monks turned utter lack of personal hygiene into an offensive weapon in a style known as ""mung fu"".","4,4,3,4,4,3,3,4,3,3,4,4,4",3.6153846153846154
3667,1,cs,"the majority of almonds were to export as shelled almonds (70%), with the rest either unshelled or processed.","aristotle distinguished about 500 species of birds, mammals and fishes.	his classification of living things contains some elements which still existed in the 19th century.	what the modern zoologist would call vertebrates and invertebrates, aristotle called 'animals with blood' and 'animals without blood' (he did not know that complex invertebrates do make use of hemoglobin, but of a different kind from vertebrates).","3,3,4,3,4,3,4,4,4,3,4,3,4,3",3.5
3738,0,en,"during the war, the azeri armed forces were also aided by turkish military advisers, and russian, ukrainian, chechen and afghan mercenaries.","because the first ionisation energy of the alkali metals decreases down the group, it is easier for the outermost electron to be removed from the atom and participate in chemical reactions, thus increasing reactivity down the group.	the atomisation energy measures the strength of the metallic bond of an element, which falls down the group as the atoms increase in radius and thus the metallic bond must increase in length, making the delocalised electrons further away from the attraction of the nuclei of the heavier alkali metals.	adding the atomisation and first ionisation energies gives a quantity closely related to (but not equal to) the activation energy of the reaction of an alkali metal with another substance.","4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
