ID,translated,source-language,sentence,context,full-ratings,mean-ratings
14034,1,de,the hairy-eared dwarf lemur ('allocebus trichotis') was only five museum specimens known in the late nineteenth century and 1965.,"the arrival of humans on the island 1,500 to 2,000 years ago has taken a significant toll, not only on the size of lemur populations, but also on their diversity.	due to habitat destruction and hunting, at least 17 species and 8 genera have gone extinct and the populations of all species have decreased.	a couple of species once thought to have gone extinct have since been rediscovered.","3,3,3,3,3,3,4,2,2,3,3,2,4,4,3,3,3,3,3",3.0
14066,0,en,"in the same year, his mother and his wife, berenguela (berengaria), witnessed its foundation charter.","she gave ponce two daughters, beatriz and sancha, and two sons, fernando ""el mayor"" and guerau.	his daughter sancha married vela gutiérrez.	in 1145, ponce gave the government of his catalan viscounties to guerau (giraldo), who immediately set to work founding the monastery of santa maria de roca rossa.","4,3,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,3",3.5555555555555554
14088,1,de,"however, it was claimed that the office is named for col. henry.","this location was a celebrated crossing of the southern indians of the arkansas valley.	there was a practicle (sic) ford of the arkansas near here and the trails all centered here an it had been an important point during all the time i was in command of the plains.	from camp dodge, when a permanent post was ordered there, they named it fort dodge and after the war when the fort was abandoned, a city had grown up there, which is now known as dodge city."" .","4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4",3.7058823529411766
14093,0,en,the area includes land enclosed by sea dikes with fringing marshes.,the buffer zone has a total area of 8.000 hectares.	the park is a delta and estuary islands	(ba lat river-mouth) support coastal mangroves and the mud flat ecosystem in the red river delta.,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
14126,1,cs,"then contribute to its vocals' fair lady ', one of the tracks in the lee seung-hwan the 20th anniversary of the hwantastic album' friends'.","the following year, her breakout role came in the critically lauded black comedy ""crush and blush"" for which she received considerable attention and numerous awards.	in 2009 seo woo took on the lead role in the cult favorite	""tamra, the island"", a period drama set on jeju island.","2,1,2,4,3,2,1,1,2,3,2,1,3,1,3,4,3,3,1",2.210526315789474
1413,1,de,"calgary, a 56% a white christmas, while edmonton has an 86%.","in southwestern alberta, the cold winters are frequently interrupted by warm, dry chinook winds blowing from the mountains, which can propel temperatures upward from frigid conditions to well above the freezing point in a very short period.	during one chinook recorded at pincher creek, temperatures soared from in just one hour.	the region around lethbridge has the most chinooks, averaging 30 to 35 chinook days per year.","2,3,1,2,2,3,2,2,2,2,1,3,1,3,1,3.0",2.0625
14160,0,en,"the semi-arid coastal areas of southern vietnam are the most arid in vietnam, so the vegetation also has high value as a source of germ plasm for restoring other areas that become drier or are affected by sea level rises due to climate change.","núi chúa national park is located in the south-eastern part of the great annamites ecoregion, one of the four global ecoregions identified by the world wildlife fund in the southern region of vietnam.	it is made up of the terrestrial ecoregions of southern vietnam lowland dry forests and southern annamite montane rain forests.	there are few, if any, opportunities to expand the areas of the three special use forests in this dry coastal forest ecoregion, so strict protection of the existing resources is imperative.","4,2,3,3,4,2,4,3,4,4,4,2,4,4,4,4,3,3,4,4",3.45
14250,1,fr,"agesander of rhodes, with two other rhodian sculptors, shared the famous' group laocoön ', vatican museums and the sculptures rediscovered to sperlonga in the villa of tiberius, probably at the beginning of the period imperial.","its famous schools of philosophy, science, literature and rhetoric shared masters with alexandria:	the athenian rhetorician aeschines, who formed a school at rhodes; apollonius of rhodes; the observations and works of the astronomers hipparchus and geminus, the rhetorician dionysius thrax.	its school of sculptors developed, under pergamese influence, a rich, dramatic style that can be characterized as ""hellenistic baroque"".","1,2,1,4,2,2,2,2,1,2,2,2,3,3,4,3,4,3,3",2.4210526315789473
14279,1,cs,"there are significant differences in the number of suicides, year after year, between the indian cities.","there were 19,120 suicides in india's largest 53 cities.	in the year 2012, chennai reported the highest total number of suicides at 2,183, followed by bengaluru (1,989), delhi (1,397) and mumbai (1,296).	jabalpur (madhya pradesh) followed by kollam (kerala) reported the highest rate of suicides 45.1 and 40.5 per 100,000 people respectively, about 4 times higher than national average rate.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
14290,1,es,it was also a member of the council of 1993 to 1995 and other councils at local and regional level.,she was born and grew up in eastern oslo.	she was a member of lørenskog municipal council from 1994 to 1995 and of the executive committee in lørenskog from 1997 to 1998.	from 1995 to 1998 she was a member of akershus county council.,"2,3,3,3,3,3,2,2,4,3,4,3,3,3,4,3,3",3.0
14299,1,fr,"in january 2010 choi concluded with a new agency mcloud entertainment and has announced plans on the march 2 to resume activities in the first half of the year, but its approach to return to his stress and increasingly frustrated that it had not throw itself into any tv series.","suffering from depression after his sister's death, choi canceled engagements for more than a year.	friends later said he made several suicide attempts and had his stomach pumped for a drug overdose in 2009.	refusing his mother's pleas that he see a doctor, choi relied instead on nonprescription tranquilizers he bought from a pharmacy.","3,3,3,1,2,1,2,1,2,2,3,3,3,2,2,2,2,3,2",2.210526315789474
14332,1,de,"its implementation will lead to further overloading of the social and psychological staff (and, together with the cf. administration), the amount of work already, as the main objective of this service “voluntary-compulsory ” associations of convicted, based on common interests, to resolve the everyday problems through self-governance.","the special document regulating the operation of these organizations is a requirement of the cc of ukraine.	so far it was not met, causing the criticism on behalf of the experts.	the analysis of the document, however, shows that its norms are rather declarative, unrealistic and hardly feasible in practice.","3,3,2,2,3,2,2,2,2,3,3,3,2,2,3,3,2",2.4705882352941178
14351,1,es,"and, to judge by the information provided by the release spsu, the agency does not intend to comply cpc of ukraine in relation to the decision of the court.","on october 30, the circuit court of kyiv passed a decision refusing to satisfy in the full scope the claim of yu.	tymoshenko against the spsu actions.	specifically, the court sustained that the system of video-observation installed by the spsu in the premises where the convicts are kept, is legal.","3,2,3,3,4,2,4,2,3,3,3,3,4,2,4,3,4,2,2",2.9473684210526314
14391,0,en,"in 2010, they had a sold-out run in london, england where they became the highest-selling act ever to play the soho theatre.","their first three original shows premiered at the tricklock company performance space in albuquerque, new mexico.	in 2004, they took a show to the edinburgh fringe festival, where they were nominated for the perrier best newcomer award.	since then, they have performed on the fringe festival circuit in canada, and at the melbourne international comedy festival, the sydney comedy festival, the edinburgh fringe festival, and more.","4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4",3.789473684210526
14424,1,cs,"they are two eggs, and dragons is adopted.","he is noticeably smaller than most other dragons portrayed in the series; a characteristic that aids him in the first game.	in the original series, most dragons are depicted as bipedal; however, spyro is depicted as quadrupedal.	in the newer series, his back-story was that two thieves were running through the dragon realms and the dragons stopped them.","1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,2",1.5789473684210527
14455,1,es,"lord elwyn-jones also expressed that if a crime could be undertaken recklessly, was one of the intentions.","lord simon's judgement in the same case advanced a different definition: crimes of specific intent required a ""purposive element"".	the court in ""heard"" considered a specific intent one which fitted either possible definition.	however, murder is again an exception: it can be committed not by intent but by virtual certainty.","3,3,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2",2.5789473684210527
14470,1,de,"he said that the stairs and lifting ""orbit 'less more clearly than the previous kapoor function successfully, but ultimately he said' difficult to see what the big idea, the idea of a great thing. '","he speculated that the project might mark the time when society stops using large iconic projects as a tool for lifting areas out of deprivation.	he questioned its ability to draw people's attention to stratford after the games, in a similar manner to the successes of the angel of the north or the guggenheim museum bilbao.	he also questioned the piece's ability to strike a chord like the angel, which he believed had at least ""created a feelgood factor and sense of pride"" in gateshead, or whether it would simply become one of the ""many more unloved rotting wrecks that no one has the nerve to demolish"".","1,2,2,1,1,2,1,2,2,2,3,3,2,1,1,2",1.75
14478,0,en,"the romanesque house at 166 has a finely detailed corbelled brick cornice with its date of construction, 1883, in cast iron letters below.","equestrian symbols such as saddle pouches, horse heads and reins are carved into their ground floors.	their galvanized iron friezes are further decorated with embossed garlands and rosettes.	the neighboring building at 165 east 73rd is a beaux-arts style building in yellow roman brick with foliate carvings.","4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4",3.8
14546,1,fr,"hermann begemann was captured by Soviet troops after the battle of stalingrad, it has been up in 1948.",hermann begemann (23 february 1896 – 4 july 1965) was a highly decorated oberst in the wehrmacht during world war ii.	he was also a recipient of the knight's cross of the iron cross.	the knight's cross of the iron cross was awarded to recognise extreme battlefield bravery or successful military leadership.,"3,2,3,3,3,2,2,3,3,3,2,3,3,3,2,3,3.0",2.7058823529411766
14634,0,en,"he was transferred back to the infantry for two years from 1893, before returning to the ecole.","félix lucien roger debax (28 september 1864 – 25 august 1914) was a french army officer and olympic fencer.	born in toulouse, debax entered the army as an officer-candidate at the age of 18.	after service with the infantry (where he was promoted to the rank of captain), he became attached to the army gymnastics school (ecole normale de gymnastique) in 1889.","4,3,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,3",3.6666666666666665
14742,1,fr,its multi-gym has a wide range of a modern equipment installed.,wellacre academy stands in grounds which contain eleven hectares of playing fields including an all weather cricket pitch.	a full sized artificial pitch with floodlighting was completed in spring 2005.	it possesses two modern gymnasia each with a separate suite of showers and changing rooms.,"4,3,4,4,4,3,4,4,3,4,3,4,3,3,4,3,4",3.588235294117647
14753,0,en,"and she was an active member of the kentucky medical association, the jefferson county medical society, and the tri-county medical society.","she was an active member of the american association for the advancement of science.	she was the first women to hold the position of vice president with the american medical association.	she was president of the association of southern medical women, and councilor of the american association of medical women.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
1477,0,en,"einstein once wrote: ""i do not believe in a personal god and i have never denied this but expressed it clearly"".","einstein's views about religious belief have been collected from interviews and original writings.	he called himself an agnostic, while disassociating himself from the label atheist.	he said he believed in the ""pantheistic"" god of baruch spinoza, but not in a personal god, a belief he criticized.","4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3",3.736842105263158
14791,1,de,representatives of mr mitchell ashley (r-ohio) if legislation proposed that the organisation of the territory was adopted by the congress of the united states in 1864.,"this is a list of mountain ranges in the state of montana.	montana is the fourth largest state in the united states and is well known for its mountains.	the name ""montana"" means mountain in the spanish language.","2,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,2",2.5294117647058822
14856,0,en,"the first ten cars were flagged away at the start by the first minister of scotland, rt hon alex salmond and sir jackie stewart.","the 2009 rally scotland, 1st rally scotland was the 11th and final round of the 2009 intercontinental rally challenge.	the event was held between 19–21 november during some of the wettest weather seen in the uk.	the rally was officially started at the historic site of scone palace on thursday 19th and concluded with a ceremonial finish at stirling castle on saturday 21st.","4,2,4,4,3,4,4,2,2,4,4,3,3,4,4,3,3,4",3.388888888888889
14922,1,de,tuhus was in the norwegian ministry broadcasting corporation nrk drama 'between 1994 and 2000.,"his film debut was ""rødblått paradis"" from 1971.	his ""maria marusjka"" from 1973 was awarded the norwegian film critics' prize.	his film ""streik!"" from 1974, based on a novel by tor obrestad, was presented at the cannes film festival.","3,3,3,3.0,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4",3.210526315789474
14982,0,en,"as of the 2010 census, its population is 306.comfort is the home of sherman elementary school.","comfort is a census-designated place (cdp) in boone county, west virginia, united states.	comfort is located on west virginia route 3 northeast of madison.	comfort has a post office with zip code 25049.","2,4,3,2,2,3,3,4,4,3,3,4,4,2,3,4,3,3,4",3.1578947368421053
14994,1,fr,"they are all masterworks, all of which have been innovative in their time, but they are not a particular style.","although these were objects of devotion, they did not begin a local tradition of sculpture.	rather, it was in the era of the holy roman emperor charles v (charles i of spain) that an initial nucleus of sculptors came together to work on sculptures for the capilla real.	the tomb of the catholic monarchs was the work of italian sculptor domenico fancelli; the tomb of joanna of castile and philip i of castile the work of bartolomé ordóñez; the great altarpiece was by felipe bigarny and pieces such as the ""incarnation"" and the ""entombment of christ""-now in the museum-by jacopo torni of florence.","3,3,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4",3.6666666666666665
1506,1,de,the institution of slavery was abolished in 1923.,"he moved to end his country's traditional isolation by establishing diplomatic relations with the international community and, following a 1927–28 tour of europe and turkey, introduced several reforms intended to modernize his nation.	a key force behind these reforms was mahmud tarzi, an ardent supporter of the education of women.	he fought for article 68 of afghanistan's 1923 constitution, which made elementary education compulsory.","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
1606,1,de,the international service broadcasts of radio programmes in albanian and seven other languages on medium wave (i) and wave (sw).,"radio televizioni shqiptar (rtsh) is the public radio and tv broadcaster of albania, founded by king zog in 1938.	rtsh runs three analogue television stations as tvsh ""televizioni shqiptar"", four digital thematic stations as rtsh, and three radio stations using the name ""radio tirana"".	in addition, 4 regional radio stations serve in the four extremities of albania.","4,2,2,4,3,3,2,3,4,3,2,2,3,4,3,3,4,3,3",3.0
1687,1,de,"at that time, ueshiba on its martial arts as' aiki budō '.","ueshiba moved to hokkaidō in 1912, and began studying under takeda sokaku in 1915.	his official association with daitō-ryū continued until 1937.	however, during the latter part of that period, ueshiba had already begun to distance himself from takeda and the daitō-ryū.","2,2,1,1,2,1,2,2,1,2,1,3,1,2,1,3,1,3,3,1",1.75
1701,1,cs,"works of art, can be specifically for this purpose or interpreted on the basis of the images or objects.","within this latter sense, the word ""art"" may refer to several things: (i) a study of a creative skill, (ii) a process of using the creative skill, (iii) a product of the creative skill, or (iv) the audience's experience with the creative skill.	the creative arts (""art"" as discipline) are a collection of disciplines which produce ""artworks"" (""art"" as objects) that are compelled by a personal drive (art as activity) and convey a message, mood, or symbolism for the perceiver to interpret (art as experience).	art is something that stimulates an individual's thoughts, emotions, beliefs, or ideas through the senses.","4,4,3,2,4,4,4,3,2,3,2,4,2,2,3,3,4",3.1176470588235294
1791,1,cs,"for the british, war, has now become much more complicated.","saratoga was the turning point of the war.	revolutionary confidence and determination, suffering from howe's successful occupation of philadelphia, was renewed.	what is more important, the victory encouraged france to make an open alliance with the americans, after two years of semi-secret support.","3,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4",3.6470588235294117
1855,1,de,"now the elegant 'computes example-numbers faster, whether for every a, b and research, this is always the case require a detailed analysis.","the speed of ""elegant"" can be improved by moving the b=0?	test outside of the two subtraction loops.	this change calls for the addition of 3 instructions (b=0?, a=0?, goto).","2,2,2,1,2,1,1,1,2,1,2,3,2,1,2,2,3,3,1,1",1.75
1861,1,es,"but i assume that could be done absolutely everything that can be expected of any logic rational machine. ""","but not to be outdone he too presented ""a plan somewhat analogous, i apprehend, to prof. jevon's ""abacus"" ...	[and] [a]gain, corresponding to prof. jevons's logical machine, the following contrivance may be described.	i prefer to call it merely a logical-diagram machine ...","1,2,3,2,4,4,3,2,3,4,2,2,2,3,4,3,1,3,2",2.6315789473684212
1892,1,fr,"when the thessalians realised the order of the day, they are alexander in their back and rapid cancellation, adding their alexander cavalry charge of force.","when news of the revolts reached alexander, he responded quickly.	though advised to use diplomacy, alexander mustered 3,000 macedonian cavalry and rode south towards thessaly.	he found the thessalian army occupying the pass between mount olympus and mount ossa, and ordered his men to ride over mount ossa.","2,1,3,2,3,1,1,1,3,1,1,1,2,3,2,1,1,2",1.7222222222222223
2011,1,fr,"his name is derived from the arabic word for 'lamb' or 'head of the ram' ('sick al-hamal'), which references aries mythological of substance.","all three are commonly used for navigation.	there is also one other star above the fourth magnitude, 41 arietis.	α arietis, called hamal, is the brightest star in aries.","3,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,3,4",3.5789473684210527
2263,1,cs,"in recent years, politicians actively discourage against campaign in minority languages.","the city has been at times marked by ethnic tension.	in 2004 film director theo van gogh was murdered by mohammed bouyeri in amsterdam.	among others, in line with attitude changes in dutch politics towards certain (especially islamic) minorities turkish-language and arabic-language tv channels have been dropped from the basic cable tv package.","3,3,3,3,2,3,3,4,3,3,2,3,2,3,3,4,4",3.0
2289,1,es,"at the time, a total of 15 municipalities have created.","the city of amsterdam is a municipality under the dutch municipalities act.	it is governed by a directly elected municipal council, a municipal executive board and a mayor.	since 1981, the municipality of amsterdam has gradually been divided into semi-autonomous boroughs, called ""stadsdelen"" or 'districts'.","3,2,2,2,3,3,3,2,3,2,3,2,3,2,4,3,1,4,1",2.526315789473684
2314,1,de,it is not clear how the shortcomings in the idle-stabilization system.,"with a series of recall campaigns, audi made several modifications; the first adjusted the distance between the brake and accelerator pedal on automatic-transmission models.	later repairs, of 250,000 cars dating back to 1978, added a device requiring the driver to press the brake pedal before shifting out of park.	a legacy of the audi 5000 and other reported cases of sudden unintended acceleration are intricate gear stick patterns and brake interlock mechanisms to prevent inadvertent shifting into forward or reverse.","2,2,3,2,3,3,3,3,2,3,2,3,3,2,3,2,3",2.588235294117647
2332,1,de,"audi also developed good branding instruments of certain instruments, solid issues, rhythm and it all sounds the audi solid character.","audi developed a corporate sound concept, with audi sound studio designed for producing the corporate sound.	the corporate sound project began with sound agency klangerfinder gmbh & co kg and s12 gmbh. audio samples were created in klangerfinder's sound studio in stuttgart, becoming part of audi sound studio collection.	other audi sound studio components include the brand music pool, the brand voice.","2,2,3,2,3,2,2,2,1,1,2,2,1,2,2,2,2,2,3",2.0
2350,1,es,"also on their behalf survive modern-day companies such as dynamit the nobel prize and akzonobel, which are descendants of mergers with companies.","nobel held 350 different patents, dynamite being the most famous.	his fortune was used posthumously to institute the nobel prizes.	the synthetic element nobelium was named after him.","3,2,1,1,3,3,2,1,1,1,1,1,3,3,1,2,3.0",1.8823529411764706
2387,1,cs,"in its recent, and some of its most productive age, bell division between his residence in washington d.c., where he and his family originally her for most of the year and beinn bhreagh are spent more time.","by 1889, a large house, christened ""the lodge"" was completed and two years later, a larger complex of buildings, including a new laboratory, were begun that the bells would name beinn bhreagh (gaelic: ""beautiful mountain"") after bell's ancestral scottish highlands.	bell also built the bell boatyard on the estate, employing up to 40 people building experimental craft as well as wartime lifeboats and workboats for the royal canadian navy and pleasure craft for the bell family.	an enthusiastic boater, bell and his family sailed a rowed a long series of vessels on bras d'or lake, ordering additional vessels from the h.w. embree and sons boatyard in port hawkesbury, nova scotia.","2,1,2,1,1,2,1,1,1,2,2,1,1,1,3,3,2,2",1.6111111111111112
2498,1,de,the governor of the state of massachusetts had collectively on the next day south trains.,"lincoln called on all the states to send forces to recapture the fort and other federal properties.	he cited presidential powers given by the militia acts of 1792.	with the scale of the rebellion apparently small so far, lincoln called for only 75,000 volunteers for 90 days.","2,1,2,2,2,2,1,2,2,2,1,2,3,2,2,1,2,1,3",1.8421052631578947
2515,1,es,"mcclellan and read fought in the battle of antietam near sharpsburg, maryland, 17 september, 1862, the bloodiest single day at the united states military history.","emboldened by second bull run, the confederacy made its first invasion of the north.	general lee led 45,000 men of the army of northern virginia across the potomac river into maryland on september 5.	lincoln then restored pope's troops to mcclellan.","3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3",3.4705882352941178
255,1,fr,"secondly, any sensory experience that comes when someone is asleep and is perceived by the person then asleep is not eligible under a dream.",aristotle also includes in his theory of dreams what constitutes a dream and what does not.	he claimed that a dream is first established by the fact that the person is asleep when they experience it.	if a person had an image appear for a moment after waking up or if they see something in the dark it is not considered a dream because they were awake when it occurred.,"3,4,2,3,3,4,4,3,4,4,4,3,2,3,3,4,3",3.2941176470588234
2589,1,es,"after the mid-1960s, became much less rich, but its work later — among its last two epics', kagemusha '(1980) and' addressed '(1985) — continued to win awards, including the' kagemusha ', although more often abroad that in japan.","""rashomon"", which premiered in tokyo in august 1950, and which also starred mifune, became, on september 10, 1951, the surprise winner of the golden lion at the venice film festival and was subsequently released in europe and north america.	the commercial and critical success of this film opened up western film markets for the first time to the products of the japanese film industry, which in turn led to international recognition for other japanese filmmakers.	throughout the 1950s and early 1960s, kurosawa directed approximately a film a year, including a number of highly regarded films such as ""ikiru"" (1952), ""seven samurai"" (1954) and ""yojimbo"" (1961).","1,2,3.0,3,3,2,3,1,3,3,2,2,2,3,3,2,3,4",2.5
2735,0,en,"however, on 10 february 1973, the song came third in melodifestivalen; thus it never reached the eurovision song contest itself.","in 1973, the band and their manager stig anderson decided to have another try at melodifestivalen, this time with the song ""ring ring"".	the studio sessions were handled by michael b. tretow, who experimented with a ""wall of sound"" production technique that became the wholly new sound.	stig anderson arranged an english translation of the lyrics by neil sedaka and phil cody and they thought this would be a surefire winner.","4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4",3.6875
2759,1,fr,for the album agnetha recorded duets with his son and with a chorus of children.,"in early 1987, agnetha recorded an album ""kom följ med i vår karusell	"" ('come ride with me on my carousel') with her son christian.	the album contained songs for children and was sung in swedish.","3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3",3.5555555555555554
2767,1,fr,"for me, however, were certified by the music industry association of america for the sale of over a million copies of all.","a total of four of those singles reached the top 10, including ""dancing queen"" which reached number-one in april 1977.	while ""fernando"" and ""sos"" did not break the top 10 on the ""billboard"" hot 100 chart, reaching number 13 and 15 respectively, they did reach the top 10 on cashbox (""fernando"") and record world (""sos"") charts.	both ""dancing queen"" and ""take a chance","1,2,1,2,2,1,2,3,3,2,3,2,2,2,3,3,3,3,2,1",2.15
2768,1,cs,"emigration to the uncivilized country leaves intact the british nationality: a right for all states to deal with their authority their issues, so that emigration is one of the usual and recognised by colonial enlargement.","by the naturalisation act 1870, it was made possible for british subjects to renounce their nationality and allegiance, and the ways in which that nationality is lost are defined.	so british subjects voluntarily naturalized in a foreign state are deemed aliens from the time of such naturalization, unless, in the case of persons naturalized before the passing of the act, they have declared their desire to remain british subjects within two years from the passing of the act.	persons who from having been born within british territory are british subjects, but who at birth became under the law of any foreign state subjects of such state, and also persons who though born abroad are british subjects by reason of parentage, may by declarations of alienage get rid of british nationality.","3,3,3,3,3,2,3,2,2,2,2,3,2,3,3",2.6
289,1,fr,"the more monitored ceremony based on ratings nielsen until now, however, the Academy 42nd distinctions (better scoreboard 'midnight cowboys'), which has attracted a 43.4% of households rating on 7 april 1970.","historically, the ""oscarcast"" has pulled in a bigger haul when box-office hits are favored to win the best picture trophy.	more than 57.25 million viewers tuned to the telecast for the 70th academy awards in 1998, the year of ""titanic"", which generated close to us$600 million at the north american box office pre-oscars.	the 76th academy awards ceremony in which """" (pre-telecast box office earnings of us$368 million) received 11 awards including best picture drew 43.56 million viewers.","3,3,1,1,3,3,2,1,1,1,2,1,3,4,3,2,3,3,2,2",2.2
2923,1,cs,"the least stable is astatine-214m1; its half-life from 265 nanoseconds is shorter than all the states, in addition to that of the astatine-213.","a nuclear isomer may also be called a ""meta-state"", meaning the system has more internal energy than the ""ground state"" (the state with the lowest possible internal energy), making the former likely to decay into the latter.	there may be more than one isomer for each isotope.	the most stable of these nuclear isomers is astatine-202m1, which has a half-life of about 3 minutes, longer than those of all the ground states bar those of isotopes 203–211 and 220.","3,4,3.0,3,3,3,3,4,4,4,3,3,4,3,4,3,4",3.411764705882353
301,1,es,the majority of the clocks are caesium watches; the definition of whether the second is written in terms of caesium.,tai as a time scale is a weighted average of the time kept by over 400 atomic clocks in over 50 national laboratories worldwide.	the clocks are compared using gps signals and two-way satellite time and frequency transfer.	due to the averaging it is far more stable than any clock would be alone (see signal averaging for a discussion).,"3,3,4,3,4,3,2,3,3,4,3,4,4,3,3,3,2,3",3.1666666666666665
310,1,cs,"however, when volunteers generously places the interests other than their own, charitable donations, further brain circulation was selectively activated: subgenual cortex / septal region.","jorge moll and jordan grafman, neuroscientists at the national institutes of health and labs	-d'or hospital network (j.m.) provided the first evidence for the neural bases of altruistic giving in normal healthy volunteers, using functional magnetic resonance imaging.	in their research, published in the proceedings of the national academy of sciences usa in october 2006, they showed that both pure monetary rewards and charitable donations activated the mesolimbic reward pathway, a primitive part of the brain that usually lights up in response to food and sex.","3,2,4,3,3,2,1,1,1,1,2,2,3,4,3,3,3,4,2,3",2.5
3184,1,es,these deficits were less serious than the seen similar of children with a diagnosis multiple sclerosis.,"a study of six children with adem (mean age at presentation 7.7 years) were tested for a range of neurocognitive tests after an average of 3.5 years of recovery.	all six children performed in the normal range on most tests, including verbal iq and performance iq, but performed at least one standard deviation below age norms in at least one cognitive domain, such as complex attention (one child), short-term memory (one child) and internalizing behaviour/affect (two children).	group means for each cognitive domain were all within one standard deviation of age norms, demonstrating that, as a group, they were normal.","1,2,3,2,3,2,4,4,2,3,3,3,2,4,4,3,1,4,1",2.6842105263157894
3194,1,cs,they can also hold the key to the pathogenesis.,early diagnosis and treatment with a gluten free diet can improve ataxia and prevent its progression.	readily available and sensitive markers of gluten ataxia include anti-gliadin antibodies.	immunoglobulin a (iga) deposits against transglutaminase 2 (tg2) in the small bowel and at extraintestinal sites are proving to be additionally reliable and perhaps more specific markers of the whole spectrum of gluten sensitivity.,"4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4",3.75
3242,1,de,high-water in streams and rivers peak in june and july in the snow on the high altitudes.,"the mean precipitation in the alps ranges from a low of per year to per year, with the higher levels occurring at high altitudes.	at altitudes between , snowfall begins in november and accumulates through to april or may when the melt begins.	snow lines vary from , above which the snow is permanent and the temperatures hover around the freezing point even july and august.","3,2,4,2,2,3,3,3,3,4,3,2,3,3,4,1,1,3",2.7222222222222223
3255,0,en,the 16th century switzerland was well-established as a separate state.,"much of the medieval period was a time of power struggles between competing dynasties such as the house of savoy, the visconti in northern italy and the house of habsburg in austria.	in 1291 to protect themselves from incursions by the habsburgs, four cantons in the middle of switzerland drew up a charter that is considered to be a declaration of independence from neighboring kingdoms.	after a series of battles fought in the 13th, 14th and 15th centuries, more cantons joined the confederacy and by","4,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3",3.65
3320,1,de,"this issue was largely by the time the christie in the middle east, where it consistently religious temple and spiritual history of the cities that, during the gulf mallowan archaeological work.","one of the stronger influences is her love of the mystical and mysterious.	many of christie's books and short stories, set both in the middle east and back in england, have a decidedly otherworldly influence in which religious sects, sacrifices, ceremony, and seances play a part.	such stories include ""the hound of death"" and ""the idol house of astarte"".","3,1,2,2,1,3,1,2,1,1,2,3,3,1,1,1,1,2,3",1.7894736842105263
3349,1,de,the tension or the current was a 'analogue' of the sound.,"any information may be conveyed by an analog signal; often such a signal is a measured response to changes in physical phenomena, such as sound, light, temperature, position, or pressure.	the physical variable is converted to an analog signal by a transducer.	for example, in sound recording, fluctuations in air pressure (that is to say, sound) strike the diaphragm of a microphone which induces corresponding fluctuations in the current produced by a coil in an electromagnetic microphone, or the voltage produced by a condensor microphone.","3,4,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,4",3.6666666666666665
3541,1,es,"in january 1937, has returned to lambaréné and continue to work there during the second world war.","he was there again from 1929 to 1932.	gradually his opinions and concepts became acknowledged, not only in europe, but worldwide.	there was a further period of work in 1935.","3,2,3,2,4,3,3,2,4,2,3,4,4,4,2,2,3,2,3",2.8947368421052633
3571,0,en,"if the abscess does not heal only with incision and drainage, or if the abscess is in a place that is difficult to drain such as the face, hands, or genitals, then antibiotics may be indicated.","most people who have an uncomplicated skin abscess should not use antibiotics.	antibiotics in addition to standard incision and drainage is recommended in persons with severe abscesses, many sites of infection, rapid disease progression, the presence of cellulitis, symptoms indicating bacterial illness throughout the body, or a health condition causing immunosuppression.	people who are very young or very old may also need antibiotics.","4,4,3,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4",3.7222222222222223
3667,1,cs,"the majority of almonds were to export as shelled almonds (70%), with the rest either unshelled or processed.","in the united states, production is concentrated in california, with almonds being california's third-leading agricultural product, its top agricultural export in 2008, and 100% of the u.s. commercial supply.	the united states is the dominant supplier of almonds.	in 2011, the country exported about 637,000 metric tons, valued at us$2.8 billion.","4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3.0",3.625
